time_s,t_rel_s,V_measured,V_estimated,error_V,rmse_V,Current(A),cycle,step,pulse_no
4006.611,0.0,3.469326,3.4693260000000046,4.440892098500626e-15,0.020481866602249287,-74.994986,1,4,1
4007.611,1.0,3.425375,3.4457028245379626,0.02032782453796278,0.020481866602249287,-74.997382,1,4,1
4008.613,2.0019999999999527,3.403537,3.426703949167986,0.023166949167985784,0.020481866602249287,-74.997836,1,4,1
4009.614,3.0030000000001564,3.388364,3.411380848938411,0.023016848938410828,0.020481866602249287,-74.998025,1,4,1
4010.61,3.999000000000251,3.376554,3.3989800170124065,0.02242601701240643,0.020481866602249287,-74.998202,1,4,1
4011.609,4.998000000000047,3.367493,3.388782902606819,0.021289902606818956,0.020481866602249287,-74.99851,1,4,1
4012.61,5.999000000000251,3.360226,3.380338241516343,0.020112241516343055,0.020481866602249287,-74.99844,1,4,1
4013.612,7.001000000000204,3.354208,3.3732874924709746,0.019079492470974735,0.020481866602249287,-74.998619,1,4,1
4014.61,7.999000000000251,3.349041,3.3673685573841237,0.018327557384123505,0.020481866602249287,-74.998579,1,4,1
4015.611,9.0,3.344533,3.3623104439262614,0.017777443926261238,0.020481866602249287,-74.998687,1,4,1
4016.603,9.99200000000019,3.340514,3.357990499723629,0.01747649972362897,0.020481866602249287,-74.998722,1,4,1
4017.604,10.992999999999938,3.336875,3.3541916761839103,0.017316676183910307,0.020481866602249287,-74.998782,1,4,1
4018.6,11.989000000000033,3.33353,3.3508623258338552,0.017332325833855133,0.020481866602249287,-74.998801,1,4,1
4019.601,12.990000000000236,3.33044,3.347883505090748,0.01744350509074799,0.020481866602249287,-74.998867,1,4,1
4020.601,13.990000000000236,3.327533,3.345208070752773,0.01767507075277308,0.020481866602249287,-74.998865,1,4,1
4021.602,14.990999999999985,3.324814,3.3427776597296264,0.017963659729626436,0.020481866602249287,-74.998988,1,4,1
4022.585,15.97400000000016,3.322236,3.340591646245886,0.018355646245885815,0.020481866602249287,-74.998796,1,4,1
4023.585,16.97400000000016,3.319772,3.3385393186658234,0.018767318665823485,0.020481866602249287,-74.998858,1,4,1
4024.586,17.97499999999991,3.317416,3.336632044065778,0.019216044065777815,0.020481866602249287,-74.998965,1,4,1
4025.586,18.97499999999991,3.315161,3.33485272406691,0.019691724066910332,0.020481866602249287,-74.999024,1,4,1
4026.587,19.976000000000113,3.312992,3.333181057682686,0.020189057682685974,0.020481866602249287,-74.998919,1,4,1
4027.584,20.972999999999956,3.310889,3.331611533764534,0.020722533764534035,0.020481866602249287,-74.998811,1,4,1
4028.547,21.93600000000015,3.308869,3.330175846576554,0.021306846576553795,0.020481866602249287,-74.99885,1,4,1
4029.549,22.938000000000102,3.30691,3.3287571579470283,0.021847157947028517,0.020481866602249287,-74.998919,1,4,1
4030.55,23.939000000000306,3.305004,3.327409159315762,0.02240515931576237,0.020481866602249287,-74.998865,1,4,1
4031.55,24.939000000000306,3.303146,3.326125569957805,0.022979569957805257,0.020481866602249287,-74.998883,1,4,1
4032.55,25.939000000000306,3.301351,3.3248999397807952,0.023548939780795308,0.020481866602249287,-74.998959,1,4,1
4033.548,26.936999999999898,3.299587,3.3237302780649873,0.024143278064987506,0.020481866602249287,-74.998828,1,4,1
4034.576,27.965000000000146,3.297883,3.322577515070916,0.024694515070915912,0.020481866602249287,-74.998783,1,4,1
4035.574,28.963000000000193,3.296202,3.3215057181406697,0.025303718140669673,0.020481866602249287,-74.998957,1,4,1
4036.575,29.963999999999942,3.294567,3.320474755182944,0.025907755182944303,0.020481866602249287,-74.99888,1,4,1
7694.097,0.0,3.354683,3.354683000000006,5.773159728050814e-15,0.010839271773892023,-74.994948,1,9,2
7695.098,1.0010000000002037,3.333467,3.343395077743696,0.009928077743695862,0.010839271773892023,-74.998157,1,9,2
7696.098,2.0010000000002037,3.326638,3.3348306480276677,0.008192648027667726,0.010839271773892023,-74.998282,1,9,2
7697.098,3.0010000000002037,3.321811,3.328226277390551,0.006415277390551033,0.010839271773892023,-74.998383,1,9,2
7698.096,3.9989999999997963,3.317652,3.3230527429545944,0.005400742954594584,0.010839271773892023,-74.998549,1,9,2
7699.097,5.0,3.314072,3.318899625773441,0.004827625773441202,0.010839271773892023,-74.998617,1,9,2
7700.09,5.993000000000393,3.31088,3.315530538667343,0.004650538667342996,0.010839271773892023,-74.998728,1,9,2
7701.09,6.993000000000393,3.307975,3.3126947806620786,0.004719780662078676,0.010839271773892023,-74.998687,1,9,2
7702.092,7.994999999999891,3.305283,3.3102701107644616,0.004987110764461455,0.010839271773892023,-74.998754,1,9,2
7703.092,8.99499999999989,3.302762,3.3081624299926533,0.005400429992653333,0.010839271773892023,-74.998807,1,9,2
7704.092,9.99499999999989,3.300399,3.3062917897422177,0.00589278974221763,0.010839271773892023,-74.998856,1,9,2
7705.089,10.99200000000019,3.298147,3.3046089701087884,0.00646197010878824,0.010839271773892023,-74.998855,1,9,2
7706.073,11.976000000000568,3.296008,3.303088448310117,0.0070804483101167826,0.010839271773892023,-74.998834,1,9,2
7707.074,12.976999999999862,3.293957,3.301656437968287,0.007699437968287093,0.010839271773892023,-74.998889,1,9,2
7708.072,13.975000000000364,3.291986,3.30032312956451,0.008337129564509826,0.010839271773892023,-74.998897,1,9,2
7709.073,14.976000000000568,3.29009,3.2990649987266396,0.008974998726639427,0.010839271773892023,-74.998872,1,9,2
7710.076,15.97900000000027,3.288268,3.297872312815463,0.009604312815462812,0.010839271773892023,-74.998894,1,9,2
7711.076,16.97900000000027,3.28651,3.2967422409802847,0.010232240980284857,0.010839271773892023,-74.998885,1,9,2
7712.072,17.975000000000364,3.284807,3.295668754469821,0.010861754469821072,0.010839271773892023,-74.998899,1,9,2
7713.071,18.97400000000016,3.283162,3.294639170650675,0.011477170650675106,0.010839271773892023,-74.999318,1,9,2
7714.071,19.97400000000016,3.281571,3.29365184149803,0.012080841498030015,0.010839271773892023,-74.99908,1,9,2
7715.071,20.97400000000016,3.28002,3.292704609517095,0.012684609517095158,0.010839271773892023,-74.999022,1,9,2
7716.072,21.975000000000364,3.278513,3.291793951761821,0.013280951761821314,0.010839271773892023,-74.998909,1,9,2
7717.073,22.976000000000568,3.277061,3.2909186249778957,0.013857624977895888,0.010839271773892023,-74.998748,1,9,2
7718.047,23.949999999999818,3.275636,3.2900990223645037,0.014463022364503697,0.010839271773892023,-74.998916,1,9,2
7719.047,24.949999999999818,3.274258,3.2892888819513115,0.015030881951311414,0.010839271773892023,-74.998968,1,9,2
7720.046,25.949000000000524,3.272922,3.2885098056534385,0.015587805653438647,0.010839271773892023,-74.99895,1,9,2
7721.048,26.951000000000022,3.27162,3.2877574344928897,0.016137434492889735,0.010839271773892023,-74.99894,1,9,2
7722.047,27.949999999999818,3.270363,3.287035059093446,0.016672059093445935,0.010839271773892023,-74.998943,1,9,2
7723.047,28.949999999999818,3.269129,3.2863385782989623,0.017209578298962303,0.010839271773892023,-74.998971,1,9,2
7724.046,29.949000000000524,3.267936,3.285668335155939,0.01773233515593864,0.010839271773892023,-74.998952,1,9,2
11374.407,0.0,3.315021,3.3150210000000047,4.440892098500626e-15,0.008130751127454483,-74.995027,1,14,3
11375.41,1.0030000000006112,3.297363,3.3064095780925498,0.00904657809254994,0.008130751127454483,-74.99819,1,14,3
11376.41,2.003000000000611,3.292919,3.299909518336892,0.006990518336892126,0.008130751127454483,-74.998498,1,14,3
11377.408,3.0010000000002037,3.289714,3.2949227460536217,0.005208746053621649,0.008130751127454483,-74.998558,1,14,3
11378.409,4.0020000000004075,3.28683,3.2910122475120276,0.004182247512027448,0.008130751127454483,-74.998747,1,14,3
11379.41,5.003000000000611,3.28429,3.2878967745380767,0.0036067745380767846,0.008130751127454483,-74.998746,1,14,3
11380.41,6.003000000000611,3.281972,3.285364532928072,0.0033925329280717342,0.008130751127454483,-74.998761,1,14,3
11381.408,7.001000000000204,3.279849,3.2832625768944745,0.0034135768944745237,0.008130751127454483,-74.998788,1,14,3
11382.411,8.004000000000815,3.277857,3.2814673658515905,0.003610365851590469,0.008130751127454483,-74.998844,1,14,3
11383.411,9.004000000000815,3.275999,3.2799146062798807,0.003915606279880635,0.008130751127454483,-74.998799,1,14,3
11384.408,10.001000000000204,3.274226,3.2785451377306147,0.004319137730614653,0.008130751127454483,-74.998884,1,14,3
11385.219,10.811999999999898,3.272534,3.2775339001716115,0.004999900171611671,0.008130751127454483,-74.998825,1,14,3
11386.218,11.811000000001513,3.270935,3.276388816135601,0.005453816135601031,0.008130751127454483,-74.998854,1,14,3
11387.218,12.811000000001513,3.26941,3.275332403913932,0.005922403913932062,0.008130751127454483,-74.998908,1,14,3
11388.221,13.814000000000306,3.267934,3.2743460590786286,0.00641205907862874,0.008130751127454483,-74.998866,1,14,3
11389.221,14.814000000000306,3.266525,3.273423201778046,0.006898201778045898,0.008130751127454483,-74.998827,1,14,3
11390.219,15.811999999999898,3.265171,3.2725532622603875,0.007382262260387407,0.008130751127454483,-74.998777,1,14,3
11391.221,16.814000000000306,3.26387,3.2717242593007234,0.007854259300723587,0.008130751127454483,-74.998898,1,14,3
11392.5,18.093000000000757,3.262608,3.270722578181766,0.008114578181765975,0.008130751127454483,-74.998935,1,14,3
11393.501,19.09400000000096,3.261399,3.269977982984801,0.008578982984801087,0.008130751127454483,-74.998942,1,14,3
