time_s,t_rel_s,V_measured,V_estimated,error_V,rmse_V,Current(A),cycle,step,pulse_no
4016.479,0.0,3.485644,3.485644000000002,1.7763568394002505e-15,0.022656983997503745,-74.995093,1,4,1
4017.483,1.0040000000003602,3.421473,3.4606081311668766,0.03913513116687639,0.022656983997503745,-74.996327,1,4,1
4018.481,2.0020000000004075,3.399125,3.4398518882906832,0.04072688829068305,0.022656983997503745,-74.997598,1,4,1
4019.464,2.9850000000001273,3.384161,3.4227193547920596,0.03855835479205938,0.022656983997503745,-74.99789,1,4,1
4020.465,3.986000000000331,3.372617,3.4080547871818383,0.03543778718183832,0.022656983997503745,-74.998214,1,4,1
4021.463,4.984000000000378,3.363826,3.395737697672434,0.03191169767243407,0.022656983997503745,-74.998485,1,4,1
4022.461,5.981999999999971,3.356808,3.385316717247827,0.028508717247826887,0.022656983997503745,-74.998568,1,4,1
4023.464,6.985000000000127,3.350965,3.3764201273613965,0.025455127361396546,0.022656983997503745,-74.998655,1,4,1
4024.468,7.989000000000033,3.345979,3.3688223351160906,0.022843335116090824,0.022656983997503745,-74.998717,1,4,1
4025.449,8.970000000000255,3.341608,3.3624452759439722,0.020837275943972333,0.022656983997503745,-74.998857,1,4,1
4026.452,9.973000000000411,3.337692,3.356812800929031,0.01912080092903068,0.022656983997503745,-74.998817,1,4,1
4027.451,10.972000000000207,3.334146,3.3519448787928585,0.017798878792858464,0.022656983997503745,-74.998936,1,4,1
4028.449,11.970000000000255,3.330882,3.3476977715566876,0.016815771556687675,0.022656983997503745,-74.99891,1,4,1
4029.45,12.971000000000004,3.327859,3.343954456857708,0.01609545685770808,0.022656983997503745,-74.998982,1,4,1
4030.457,13.978000000000065,3.325022,3.340625863068333,0.015603863068332835,0.022656983997503745,-74.998921,1,4,1
4031.445,14.96600000000035,3.322348,3.3377183602780134,0.015370360278013528,0.022656983997503745,-74.998898,1,4,1
4032.444,15.965000000000146,3.319804,3.335083053873763,0.015279053873762827,0.022656983997503745,-74.998977,1,4,1
4033.447,16.968000000000302,3.317383,3.332698418734412,0.015315418734412223,0.022656983997503745,-74.998835,1,4,1
4034.445,17.96600000000035,3.315074,3.3305468199318256,0.015472819931825477,0.022656983997503745,-74.998858,1,4,1
4035.447,18.968000000000302,3.312844,3.3285764266197297,0.015732426619729623,0.022656983997503745,-74.998886,1,4,1
4036.444,19.965000000000146,3.310714,3.326778266803865,0.016064266803864857,0.022656983997503745,-74.99884,1,4,1
4037.465,20.98600000000033,3.308641,3.3250819170110333,0.016440917011033118,0.022656983997503745,-74.99889,1,4,1
4038.468,21.989000000000033,3.306631,3.3235397653533436,0.016908765353343735,0.022656983997503745,-74.99882,1,4,1
4039.465,22.98600000000033,3.304687,3.322113642375858,0.017426642375858226,0.022656983997503745,-74.998932,1,4,1
4040.464,23.985000000000127,3.302801,3.3207787882159123,0.017977788215912227,0.022656983997503745,-74.998929,1,4,1
4041.465,24.98600000000033,3.300968,3.3195250992135796,0.01855709921357951,0.022656983997503745,-74.998828,1,4,1
4042.465,25.98600000000033,3.299175,3.3183474680474516,0.019172468047451652,0.022656983997503745,-74.998926,1,4,1
4043.468,26.989000000000033,3.297425,3.317233768423066,0.019808768423065892,0.022656983997503745,-74.998849,1,4,1
4044.465,27.98600000000033,3.295722,3.3161872609487753,0.02046526094877521,0.022656983997503745,-74.998922,1,4,1
4045.466,28.98700000000008,3.29406,3.31519176213718,0.021131762137180043,0.022656983997503745,-74.9989,1,4,1
4046.465,29.98600000000033,3.292435,3.3142486944493053,0.021813694449305476,0.022656983997503745,-74.998904,1,4,1
7702.417,0.0,3.362682,3.362682000000004,3.9968028886505635e-15,0.011628270317703233,-74.994939,1,9,2
7703.418,1.0009999999992942,3.332897,3.348695874448404,0.01579887444840411,0.011628270317703233,-74.997959,1,9,2
7704.383,1.9659999999994398,3.32571,3.3385525179811713,0.012842517981171309,0.011628270317703233,-74.998445,1,9,2
7705.381,2.963999999999942,3.320766,3.330550694542106,0.009784694542106287,0.011628270317703233,-74.998666,1,9,2
7706.384,3.9669999999996435,3.316515,3.3243528461695053,0.007837846169505447,0.011628270317703233,-74.998787,1,9,2
7707.384,4.9669999999996435,3.312875,3.3195034803273726,0.006628480327372621,0.011628270317703233,-74.998864,1,9,2
7708.382,5.964999999999236,3.309634,3.315624517686868,0.005990517686868202,0.011628270317703233,-74.998907,1,9,2
7709.381,6.963999999999942,3.306675,3.312443257404672,0.005768257404672017,0.011628270317703233,-74.998905,1,9,2
7710.371,7.9539999999997235,3.30396,3.309800161052895,0.005840161052895088,0.011628270317703233,-74.998804,1,9,2
7711.368,8.951000000000022,3.301408,3.3075189327307126,0.006110932730712726,0.011628270317703233,-74.998786,1,9,2
7712.371,9.953999999999724,3.299008,3.305513173026762,0.006505173026762012,0.011628270317703233,-74.998816,1,9,2
7713.371,10.953999999999724,3.296738,3.3037328624208624,0.006994862420862447,0.011628270317703233,-74.998768,1,9,2
7714.369,11.951999999999316,3.294577,3.3021248239229,0.007547823922900321,0.011628270317703233,-74.998816,1,9,2
7715.369,12.951999999999316,3.29252,3.3006466081007577,0.008126608100757604,0.011628270317703233,-74.998835,1,9,2
7716.355,13.937999999999192,3.29054,3.299293948197782,0.00875394819778208,0.011628270317703233,-74.998871,1,9,2
7717.355,14.937999999999192,3.288647,3.298009486113616,0.009362486113615898,0.011628270317703233,-74.998851,1,9,2
7718.357,15.9399999999996,3.286815,3.29679664153035,0.009981641530349972,0.011628270317703233,-74.998892,1,9,2
7719.357,16.9399999999996,3.285039,3.295649753474273,0.010610753474272983,0.011628270317703233,-74.998906,1,9,2
7720.358,17.940999999999804,3.283333,3.2945573960845587,0.01122439608455883,0.011628270317703233,-74.998902,1,9,2
7721.357,18.9399999999996,3.28169,3.2935167751452865,0.011826775145286295,0.011628270317703233,-74.998879,1,9,2
7722.358,19.940999999999804,3.280095,3.2925190815889653,0.01242408158896513,0.011628270317703233,-74.998889,1,9,2
7723.36,20.9429999999993,3.27854,3.2915618431101366,0.013021843110136544,0.011628270317703233,-74.998892,1,9,2
7724.36,21.9429999999993,3.277049,3.290644913288208,0.013595913288208195,0.011628270317703233,-74.998922,1,9,2
7725.356,22.938999999999396,3.275603,3.289767372427198,0.014164372427198035,0.011628270317703233,-74.998934,1,9,2
7726.358,23.940999999999804,3.274205,3.288918475037975,0.014713475037975154,0.011628270317703233,-74.998913,1,9,2
7727.357,24.9399999999996,3.27285,3.2881042433701753,0.015254243370175224,0.011628270317703233,-74.998964,1,9,2
7728.355,25.937999999999192,3.271518,3.28732131663464,0.015803316634639852,0.011628270317703233,-74.998944,1,9,2
7729.355,26.937999999999192,3.270235,3.2865660093966254,0.01633100939662535,0.011628270317703233,-74.998945,1,9,2
7730.355,27.937999999999192,3.268991,3.2858386667486297,0.016847666748629475,0.011628270317703233,-74.998956,1,9,2
