time_s,t_rel_s,V_measured,V_estimated,error_V,rmse_V,Current(A),cycle,step,pulse_no
4031.057,0.0,3.434406,3.434406000000004,3.9968028886505635e-15,0.020657833146587836,-74.994974,1,4,1
4032.059,1.0020000000004075,3.396074,3.4117607341004814,0.01568673410048138,0.020657833146587836,-74.996936,1,4,1
4033.058,2.0010000000002037,3.377934,3.394826425658263,0.016892425658262766,0.020657833146587836,-74.997408,1,4,1
4034.054,2.9970000000002983,3.365639,3.3819896917127736,0.016350691712773813,0.020657833146587836,-74.99815,1,4,1
4035.054,3.9970000000002983,3.356001,3.372041551910288,0.01604055191028797,0.020657833146587836,-74.998436,1,4,1
4036.055,4.998000000000047,3.348461,3.364223559098829,0.015762559098829065,0.020657833146587836,-74.998581,1,4,1
4037.054,5.997000000000298,3.342296,3.357975199122712,0.01567919912271165,0.020657833146587836,-74.998692,1,4,1
4038.056,6.999000000000251,3.33705,3.35284897269115,0.01579897269115005,0.020657833146587836,-74.998725,1,4,1
4039.057,8.0,3.332496,3.348568142388747,0.01607214238874688,0.020657833146587836,-74.998793,1,4,1
4040.054,8.997000000000298,3.328445,3.3449246059660145,0.01647960596601461,0.020657833146587836,-74.998683,1,4,1
4041.054,9.997000000000298,3.32478,3.3417370106995463,0.01695701069954625,0.020657833146587836,-74.998666,1,4,1
4042.052,10.995000000000346,3.321428,3.3389105493344764,0.01748254933447635,0.020657833146587836,-74.998728,1,4,1
4043.052,11.995000000000346,3.318311,3.3363530385127964,0.0180420385127964,0.020657833146587836,-74.99875,1,4,1
4044.054,12.997000000000298,3.315398,3.3340072108100416,0.01860921081004152,0.020657833146587836,-74.998777,1,4,1
4045.055,13.998000000000047,3.312646,3.3318374906896078,0.019191490689607793,0.020657833146587836,-74.998826,1,4,1
4046.032,14.975000000000364,3.310045,3.329857178982525,0.019812178982524742,0.020657833146587836,-74.998797,1,4,1
4047.033,15.976000000000113,3.30756,3.3279462328204907,0.02038623282049068,0.020657833146587836,-74.998876,1,4,1
4048.035,16.978000000000065,3.305199,3.32613582701505,0.020936827015050063,0.020657833146587836,-74.998835,1,4,1
4049.035,17.978000000000065,3.302927,3.324418237713167,0.021491237713167077,0.020657833146587836,-74.998824,1,4,1
4050.036,18.97900000000027,3.300735,3.322778287273909,0.02204328727390914,0.020657833146587836,-74.998809,1,4,1
4051.035,19.978000000000065,3.298629,3.32121315216001,0.022584152160010085,0.020657833146587836,-74.998789,1,4,1
4052.025,20.968000000000302,3.296581,3.319726727032968,0.023145727032967578,0.020657833146587836,-74.998859,1,4,1
4053.026,21.96900000000005,3.294598,3.3182843861901374,0.0236863861901373,0.020657833146587836,-74.99889,1,4,1
4054.025,22.968000000000302,3.292679,3.316901735644009,0.024222735644008786,0.020657833146587836,-74.998908,1,4,1
4055.024,23.9670000000001,3.290816,3.3155725217444547,0.02475652174445475,0.020657833146587836,-74.9989,1,4,1
4056.025,24.968000000000302,3.289002,3.3142913956802755,0.02528939568027555,0.020657833146587836,-74.998982,1,4,1
4057.027,25.970000000000255,3.287225,3.31305736706756,0.025832367067560202,0.020657833146587836,-74.998882,1,4,1
4058.021,26.964000000000397,3.285506,3.3118788187691153,0.026372818769115458,0.020657833146587836,-74.998832,1,4,1
4059.021,27.964000000000397,3.283816,3.310737018123423,0.026921018123422957,0.020657833146587836,-74.998868,1,4,1
4060.024,28.9670000000001,3.28218,3.30963413967735,0.02745413967735022,0.020657833146587836,-74.998851,1,4,1
4061.023,29.96600000000035,3.280569,3.3085761121547987,0.028007112154798897,0.020657833146587836,-74.998864,1,4,1
7714.317,0.0,3.343986,3.3439860000000015,1.3322676295501878e-15,0.010805644226877135,-74.994963,1,9,2
7715.32,1.0029999999997017,3.320478,3.332207057308212,0.011729057308211832,0.010805644226877135,-74.99827,1,9,2
7716.317,2.0,3.313919,3.3233426167931195,0.009423616793119649,0.010805644226877135,-74.998219,1,9,2
7717.32,3.0029999999997017,3.309286,3.3164922542449555,0.007206254244955357,0.010805644226877135,-74.998543,1,9,2
7718.289,3.9719999999997526,3.305269,3.3113059767198667,0.0060369767198666935,0.010805644226877135,-74.998651,1,9,2
7719.291,4.97400000000016,3.301778,3.307022568604873,0.005244568604872768,0.010805644226877135,-74.99867,1,9,2
7720.291,5.97400000000016,3.298657,3.303550144421936,0.004893144421936224,0.010805644226877135,-74.998749,1,9,2
7721.291,6.97400000000016,3.295813,3.300667069263858,0.004854069263858118,0.010805644226877135,-74.99872,1,9,2
7722.289,7.971999999999753,3.293164,3.298225307027043,0.005061307027042883,0.010805644226877135,-74.998758,1,9,2
7723.29,8.972999999999956,3.290689,3.2961033546097136,0.005414354609713623,0.010805644226877135,-74.998764,1,9,2
7724.307,9.989999999999782,3.288355,3.2942013294211865,0.005846329421186347,0.010805644226877135,-74.99882,1,9,2
7725.307,10.989999999999782,3.286141,3.292522568657157,0.0063815686571566665,0.010805644226877135,-74.998789,1,9,2
7726.308,11.990999999999985,3.284018,3.29099057581462,0.006972575814619741,0.010805644226877135,-74.998812,1,9,2
7727.306,12.988999999999578,3.282001,3.289581042790905,0.007580042790904962,0.010805644226877135,-74.998853,1,9,2
7728.308,13.990999999999985,3.280065,3.288262223190597,0.008197223190597125,0.010805644226877135,-74.998867,1,9,2
7729.309,14.99200000000019,3.278198,3.287024910520754,0.008826910520753906,0.010805644226877135,-74.998908,1,9,2
7730.293,15.975999999999658,3.276402,3.2858750550077316,0.009473055007731546,0.010805644226877135,-74.998922,1,9,2
7731.295,16.978000000000065,3.274671,3.2847629410358326,0.010091941035832441,0.010805644226877135,-74.998909,1,9,2
7732.292,17.975000000000364,3.272989,3.2837084703208803,0.010719470320880387,0.010805644226877135,-74.998844,1,9,2
7733.293,18.975999999999658,3.271377,3.2826967811396655,0.011319781139665253,0.010805644226877135,-74.998889,1,9,2
7734.295,19.978000000000065,3.269813,3.2817271232991647,0.011914123299164636,0.010805644226877135,-74.998871,1,9,2
7735.292,20.975000000000364,3.268289,3.280801768635666,0.01251276863566586,0.010805644226877135,-74.998922,1,9,2
7736.292,21.975000000000364,3.266819,3.2799104984396155,0.013091498439615545,0.010805644226877135,-74.998905,1,9,2
7737.29,22.972999999999956,3.265397,3.2790556029182083,0.013658602918208196,0.010805644226877135,-74.998938,1,9,2
7738.291,23.97400000000016,3.26402,3.2782309512060097,0.014210951206009792,0.010805644226877135,-74.998961,1,9,2
