Cycle No,Step No,Step name,Absolute time,soc
1,1,Rest,2025-10-29 09:37:10.244,0.0
1,1,Rest,2025-10-29 09:37:11.245,0.0
1,1,Rest,2025-10-29 09:37:12.244,0.0
1,1,Rest,2025-10-29 09:37:13.244,0.0
1,1,Rest,2025-10-29 09:37:14.244,0.0
1,1,Rest,2025-10-29 09:37:15.246,0.0
1,1,Rest,2025-10-29 09:37:16.215,0.0
1,1,Rest,2025-10-29 09:37:17.214,0.0
1,1,Rest,2025-10-29 09:37:18.216,0.0
1,1,Rest,2025-10-29 09:37:19.215,0.0
1,1,Rest,2025-10-29 09:37:20.215,0.0
1,1,Rest,2025-10-29 09:37:21.214,0.0
1,1,Rest,2025-10-29 09:37:22.234,0.0
1,1,Rest,2025-10-29 09:37:23.235,0.0
1,1,Rest,2025-10-29 09:37:24.235,0.0
1,1,Rest,2025-10-29 09:37:25.236,0.0
1,1,Rest,2025-10-29 09:37:26.237,0.0
1,1,Rest,2025-10-29 09:37:27.235,0.0
1,1,Rest,2025-10-29 09:37:28.214,0.0
1,1,Rest,2025-10-29 09:37:29.215,0.0
1,1,Rest,2025-10-29 09:37:30.215,0.0
1,1,Rest,2025-10-29 09:37:31.215,0.0
1,1,Rest,2025-10-29 09:37:32.216,0.0
1,1,Rest,2025-10-29 09:37:33.214,0.0
1,1,Rest,2025-10-29 09:37:34.204,0.0
1,1,Rest,2025-10-29 09:37:35.202,0.0
1,1,Rest,2025-10-29 09:37:36.205,0.0
1,1,Rest,2025-10-29 09:37:37.202,0.0
1,1,Rest,2025-10-29 09:37:38.202,0.0
1,1,Rest,2025-10-29 09:37:39.204,0.0
1,1,Rest,2025-10-29 09:37:40.205,0.0
1,2,CCCV_Chg,2025-10-29 09:37:40.020,0.0
1,2,CCCV_Chg,2025-10-29 09:37:41.021,0.008666666666666666
1,2,CCCV_Chg,2025-10-29 09:37:42.020,0.018000000000000002
1,2,CCCV_Chg,2025-10-29 09:37:43.022,0.027333333333333334
