Cycle No,Step No,Step name,Absolute time,soc
1,1,Rest,2025-10-29 09:38:24.101,0.0
1,1,Rest,2025-10-29 09:38:25.104,0.0
1,1,Rest,2025-10-29 09:38:26.100,0.0
1,1,Rest,2025-10-29 09:38:27.102,0.0
1,1,Rest,2025-10-29 09:38:28.078,0.0
1,1,Rest,2025-10-29 09:38:29.081,0.0
1,1,Rest,2025-10-29 09:38:30.079,0.0
1,1,Rest,2025-10-29 09:38:31.078,0.0
1,1,Rest,2025-10-29 09:38:32.080,0.0
1,1,Rest,2025-10-29 09:38:33.080,0.0
1,1,Rest,2025-10-29 09:38:34.081,0.0
1,1,Rest,2025-10-29 09:38:35.433,0.0
1,1,Rest,2025-10-29 09:38:36.434,0.0
1,1,Rest,2025-10-29 09:38:37.433,0.0
1,1,Rest,2025-10-29 09:38:38.434,0.0
1,1,Rest,2025-10-29 09:38:39.433,0.0
1,1,Rest,2025-10-29 09:38:40.435,0.0
1,1,Rest,2025-10-29 09:38:41.089,0.0
1,1,Rest,2025-10-29 09:38:42.087,0.0
1,1,Rest,2025-10-29 09:38:43.088,0.0
1,1,Rest,2025-10-29 09:38:44.087,0.0
1,1,Rest,2025-10-29 09:38:45.090,0.0
1,1,Rest,2025-10-29 09:38:46.089,0.0
1,1,Rest,2025-10-29 09:38:47.071,0.0
1,1,Rest,2025-10-29 09:38:48.072,0.0
1,1,Rest,2025-10-29 09:38:49.073,0.0
1,1,Rest,2025-10-29 09:38:50.070,0.0
1,1,Rest,2025-10-29 09:38:51.069,0.0
1,1,Rest,2025-10-29 09:38:52.072,0.0
1,1,Rest,2025-10-29 09:38:53.078,0.0
1,1,Rest,2025-10-29 09:38:54.081,0.0
1,2,CCCV_Chg,2025-10-29 09:38:54.121,0.0
1,2,CCCV_Chg,2025-10-29 09:38:55.122,0.008666666666666666
1,2,CCCV_Chg,2025-10-29 09:38:56.121,0.018000000000000002
1,2,CCCV_Chg,2025-10-29 09:38:57.122,0.027333333333333334
1,2,CCCV_Chg,2025-10-29 09:38:58.124,0.03666666666666667
1,2,CCCV_Chg,2025-10-29 09:38:59.123,0.046
1,2,CCCV_Chg,2025-10-29 09:39:00.123,0.05533333333333334
1,2,CCCV_Chg,2025-10-29 09:39:01.123,0.06466666666666666
1,2,CCCV_Chg,2025-10-29 09:39:02.123,0.07333333333333333
1,2,CCCV_Chg,2025-10-29 09:39:03.125,0.08266666666666667
1,2,CCCV_Chg,2025-10-29 09:39:04.123,0.092
1,2,CCCV_Chg,2025-10-29 09:39:05.117,0.10133333333333333
1,2,CCCV_Chg,2025-10-29 09:39:06.119,0.11066666666666668
1,2,CCCV_Chg,2025-10-29 09:39:07.116,0.12
1,2,CCCV_Chg,2025-10-29 09:39:08.117,0.12933333333333333
1,2,CCCV_Chg,2025-10-29 09:39:09.117,0.13866666666666666
1,2,CCCV_Chg,2025-10-29 09:39:10.115,0.148
1,2,CCCV_Chg,2025-10-29 09:39:12.094,0.15666666666666665
1,2,CCCV_Chg,2025-10-29 09:39:13.093,0.166
1,2,CCCV_Chg,2025-10-29 09:39:14.096,0.17533333333333334
1,2,CCCV_Chg,2025-10-29 09:39:15.093,0.18466666666666667
1,2,CCCV_Chg,2025-10-29 09:39:16.095,0.19399999999999998
1,2,CCCV_Chg,2025-10-29 09:39:17.093,0.2033333333333333
1,2,CCCV_Chg,2025-10-29 09:39:18.055,0.2126666666666667
1,2,CCCV_Chg,2025-10-29 09:39:19.053,0.22200000000000003
1,2,CCCV_Chg,2025-10-29 09:39:20.054,0.2313333333333333
1,2,CCCV_Chg,2025-10-29 09:39:21.053,0.24
1,2,CCCV_Chg,2025-10-29 09:39:22.054,0.24933333333333335
1,2,CCCV_Chg,2025-10-29 09:39:23.054,0.25866666666666666
1,2,CCCV_Chg,2025-10-29 09:39:24.039,0.268
1,2,CCCV_Chg,2025-10-29 09:39:25.037,0.2773333333333333
1,2,CCCV_Chg,2025-10-29 09:39:26.036,0.2866666666666667
1,2,CCCV_Chg,2025-10-29 09:39:27.037,0.296
1,2,CCCV_Chg,2025-10-29 09:39:28.039,0.30533333333333335
1,2,CCCV_Chg,2025-10-29 09:39:29.039,0.31466666666666665
1,2,CCCV_Chg,2025-10-29 09:39:30.052,0.32399999999999995
1,2,CCCV_Chg,2025-10-29 09:39:31.051,0.33266666666666667
1,2,CCCV_Chg,2025-10-29 09:39:32.053,0.34199999999999997
1,2,CCCV_Chg,2025-10-29 09:39:33.052,0.3513333333333334
1,2,CCCV_Chg,2025-10-29 09:39:34.052,0.3606666666666667
1,2,CCCV_Chg,2025-10-29 09:39:35.052,0.37
1,2,CCCV_Chg,2025-10-29 09:39:36.037,0.3793333333333333
1,2,CCCV_Chg,2025-10-29 09:39:37.040,0.3886666666666666
1,2,CCCV_Chg,2025-10-29 09:39:38.039,0.398
1,2,CCCV_Chg,2025-10-29 09:39:39.040,0.4073333333333333
1,2,CCCV_Chg,2025-10-29 09:39:40.037,0.416
1,2,CCCV_Chg,2025-10-29 09:39:41.038,0.4253333333333334
1,2,CCCV_Chg,2025-10-29 09:39:42.033,0.4346666666666667
1,2,CCCV_Chg,2025-10-29 09:39:43.032,0.44400000000000006
1,2,CCCV_Chg,2025-10-29 09:39:44.032,0.45333333333333337
1,2,CCCV_Chg,2025-10-29 09:39:45.033,0.4626666666666666
1,2,CCCV_Chg,2025-10-29 09:39:46.034,0.4719999999999999
1,2,CCCV_Chg,2025-10-29 09:39:47.032,0.48133333333333334
1,2,CCCV_Chg,2025-10-29 09:39:48.027,0.4906666666666667
1,2,CCCV_Chg,2025-10-29 09:39:49.025,0.4993333333333333
1,2,CCCV_Chg,2025-10-29 09:39:50.027,0.5086666666666666
1,2,CCCV_Chg,2025-10-29 09:39:51.028,0.518
1,2,CCCV_Chg,2025-10-29 09:39:52.027,0.5273333333333334
1,2,CCCV_Chg,2025-10-29 09:39:53.027,0.5366666666666667
1,2,CCCV_Chg,2025-10-29 09:39:54.041,0.5459999999999999
1,2,CCCV_Chg,2025-10-29 09:39:55.039,0.5553333333333332
1,2,CCCV_Chg,2025-10-29 09:39:56.039,0.5640000000000001
1,2,CCCV_Chg,2025-10-29 09:39:57.038,0.5733333333333334
1,2,CCCV_Chg,2025-10-29 09:39:58.038,0.5826666666666667
1,2,CCCV_Chg,2025-10-29 09:39:59.040,0.592
1,2,CCCV_Chg,2025-10-29 09:40:00.048,0.6013333333333333
