Cycle No,Step No,Step name,Absolute time,soc
1,1,Rest,2025-10-29 09:40:15.320,0.0
1,1,Rest,2025-10-29 09:40:16.320,0.0
1,1,Rest,2025-10-29 09:40:17.321,0.0
1,1,Rest,2025-10-29 09:40:18.304,0.0
1,1,Rest,2025-10-29 09:40:19.302,0.0
1,1,Rest,2025-10-29 09:40:20.303,0.0
1,1,Rest,2025-10-29 09:40:21.303,0.0
1,1,Rest,2025-10-29 09:40:22.303,0.0
1,1,Rest,2025-10-29 09:40:23.304,0.0
1,1,Rest,2025-10-29 09:40:24.270,0.0
1,1,Rest,2025-10-29 09:40:25.270,0.0
1,1,Rest,2025-10-29 09:40:26.270,0.0
1,1,Rest,2025-10-29 09:40:27.270,0.0
1,1,Rest,2025-10-29 09:40:28.271,0.0
1,1,Rest,2025-10-29 09:40:29.270,0.0
1,1,Rest,2025-10-29 09:40:30.291,0.0
1,1,Rest,2025-10-29 09:40:31.293,0.0
1,1,Rest,2025-10-29 09:40:32.293,0.0
1,1,Rest,2025-10-29 09:40:33.292,0.0
1,1,Rest,2025-10-29 09:40:34.293,0.0
1,1,Rest,2025-10-29 09:40:35.294,0.0
1,1,Rest,2025-10-29 09:40:36.283,0.0
1,1,Rest,2025-10-29 09:40:37.284,0.0
1,1,Rest,2025-10-29 09:40:38.283,0.0
1,1,Rest,2025-10-29 09:40:39.281,0.0
1,1,Rest,2025-10-29 09:40:40.283,0.0
1,1,Rest,2025-10-29 09:40:41.283,0.0
1,1,Rest,2025-10-29 09:40:42.283,0.0
1,1,Rest,2025-10-29 09:40:43.283,0.0
1,1,Rest,2025-10-29 09:40:44.285,0.0
1,1,Rest,2025-10-29 09:40:45.285,0.0
1,2,CCCV_Chg,2025-10-29 09:40:45.323,0.0
1,2,CCCV_Chg,2025-10-29 09:40:46.326,0.008666666666666666
1,2,CCCV_Chg,2025-10-29 09:40:47.324,0.018000000000000002
1,2,CCCV_Chg,2025-10-29 09:40:48.310,0.027333333333333334
1,2,CCCV_Chg,2025-10-29 09:40:49.312,0.03666666666666667
1,2,CCCV_Chg,2025-10-29 09:40:50.312,0.046
1,2,CCCV_Chg,2025-10-29 09:40:51.311,0.05533333333333334
