time_s,dv_dt,d2v_dt2
26101.36,-2.002002001837712e-06,2.5050075099479694e-06
26102.359,5.005005005997987e-07,3.0015134962594803e-06
26103.358,3.995021963687506e-06,2.0013821319876066e-06
26104.36,4.496272839382698e-06,-0.016089856993564605
26105.359,-0.03209541120284598,-0.07638432571063736
26105.386,-0.03419008020573866,-0.07574280504514963
26106.387,-0.041815839356980966,0.015170399108880378
26107.402,-0.002964014387171199,0.019289838074123947
26108.402,-0.002381390100916203,0.0004258345672117775
26109.404,-0.0021121213696482233,0.0002513205773287425
26110.404,-0.001878176731842096,0.00020494527499674738
26111.402,-0.0017025248287509953,0.000150933421780848
26112.405,-0.0015764102877682262,0.00012093064702413002
26113.399,-0.0014609401945446798,0.00011047014943495399
26114.398,-0.0013563003926910788,9.314553519385884e-05
26115.401,-0.0012745558109461541,7.677485574572878e-05
26116.4,-0.0012025594050595334,6.908618166945487e-05
26117.401,-0.0011363953887191247,6.266567922874589e-05
26118.401,-0.0010771585198732225,5.9519344287645983e-05
26119.391,-0.0010179575148481224,5.836576802950187e-05
26120.391,-0.0009610394508039466,5.0701021103253586e-05
26121.392,-0.0009165172119234288,4.4289074900648545e-05
26122.392,-0.0008724166347438,4.5697758122401695e-05
26123.391,-0.0008251705862014624,4.220197865142765e-05
26124.393,-0.000788001069509825,3.3172529462492445e-05
26125.387,-0.0007588957032069743,3.747900608522752e-05
26126.387,-0.0007131692590265359,3.852356017708966e-05
26127.388,-0.0006818244722635036,2.9244027113269685e-05
26128.386,-0.0006546980507564637,3.1037201940603326e-05
26129.386,-0.0006197967016541295,2.763553197095744e-05
26130.385,-0.0005994400979780767,2.6561258499278385e-05
26131.376,-0.0005670383494960074,2.9756738548122105e-05
26132.375,-0.0005402714064739467,2.279132756885402e-05
26133.375,-0.0005214864945106701,2.516460143682812e-05
26134.373,-0.0004900180260423159,2.278354430517701e-05
26135.373,-0.00047599999999992093,1.4018026042394993e-05
