time_s,dv_dt,d2v_dt2
33470.667,-5.010020040337517e-06,2.503758141314951e-06
33471.665,-2.5112694153062165e-06,3.251884826369718e-06
33472.668,1.5045015047121524e-06,1.9782355388848978e-06
33473.667,1.465330014882582e-06,-0.7829987685670559
33474.619,-1.4557585879739037,-0.14183156289681875
33474.649,-1.4587019851325191,-0.053410742122871856
33475.652,-0.013235832647014778,0.7243996961877979
33476.651,-0.0027312827154382102,0.005530418674014773
33477.651,-0.002190499999999984,0.00039381556557183117
33478.651,-0.0019436515842945479,0.00023282555754102982
33479.652,-0.0017246441190987838,0.00018595272355878567
33480.661,-0.0015704140845895775,0.0001364800504976071
33481.661,-0.001450162274828637,0.00011352695970584601
33482.66,-0.0013434602491619874,9.353969356469636e-05
33483.662,-0.0012630690823931534,7.76221956086745e-05
33484.663,-0.0011879777769419064,6.71291239509918e-05
33485.661,-0.001128830711537132,6.020303864485055e-05
33486.646,-0.0010686193660571774,5.7908846932605714e-05
33487.646,-0.0010139789684546763,5.157613543248528e-05
33488.643,-0.0009656034656040369,5.347664524550438e-05
33489.644,-0.000907092907092677,4.9727047453825815e-05
33490.645,-0.0008660499166013302,3.628678631216768e-05
33491.645,-0.0008344736219882964,3.5235927502915885e-05
33492.655,-0.0007951521436992959,4.288880566176418e-05
33493.654,-0.0007483965836758699,3.8603576527173776e-05
33494.654,-0.0007179999999999964,2.6945892769081325e-05
33495.654,-0.0006945047981377073,2.8088811052399184e-05
33496.657,-0.0006617105084645303,2.7335572949335133e-05
33497.653,-0.0006397862009035471,2.695531006897305e-05
33498.634,-0.0006085670324196268,3.1319116081605296e-05
33499.633,-0.0005777926871335382,2.754426150598625e-05
33500.633,-0.0005535125787110573,2.316415202529258e-05
33501.631,-0.0005315062520252489,1.9917593377610603e-05
33502.633,-0.00051369448882288,1.9416495643701393e-05
33503.632,-0.000492663671218363,1.3025610145999512e-05
33504.651,-0.00048773307163893834,4.838664945459763e-06
