time_s,dv_dt,d2v_dt2
29792.712,4.0567951315088695e-06,-1.5391717678567493e-06
29793.698,2.539171768400905e-06,-7.958224105107029e-07
29794.698,2.4972533714251455e-06,-5.213440493326319e-07
29795.699,1.495002994955641e-06,-0.9381993708228891
29796.698,-1.8726471999577825,-0.07112439882573085
29796.725,-1.873251564993082,0.026917039176699773
29797.728,-0.009321231647758443,0.9301779173865429
29798.726,-0.00270691382765631,0.0035785790563222404
29799.724,-0.0021783878513421673,0.00038615317515877483
29800.723,-0.0019360529445264785,0.0002275688956226953
29801.726,-0.0017229152313924523,0.00018430499080472227
29802.725,-0.0015668492409368628,0.00013604582509461156
29803.725,-0.001451000000000091,9.893719877152041e-05
29804.725,-0.001368974843393822,8.923189918849618e-05
29805.699,-0.0012752261098580853,9.432764481025907e-05
29806.699,-0.001182873435944476,7.686986526891481e-05
29807.701,-0.0011213946327555124,6.463928270851829e-05
29808.698,-0.001053692259811223,6.425799454626681e-05
29809.699,-0.0009930364029706595,5.156102524964031e-05
29810.701,-0.0009504336037340355,4.271636409067047e-05
29811.699,-0.0009076052604211071,4.395629843038587e-05
29812.701,-0.0008625126531516258,4.7881407087362244e-05
29813.7,-0.0008118118118118911,4.4425544457383755e-05
29814.699,-0.0007737504153257913,3.1707581190306235e-05
29815.702,-0.0007483844719602395,3.0426731589405928e-05
29816.699,-0.0007129584076817075,3.417321394157016e-05
29817.698,-0.0006801801801803453,3.359242015708755e-05
29818.697,-0.0006458407522078602,2.9708008017806018e-05
29819.697,-0.0006208032084107362,2.6164491213455507e-05
29820.696,-0.0005935401870400536,2.7683534255651572e-05
29821.697,-0.0005654345654346749,2.2831613374794545e-05
29822.698,-0.0005478312970637056,1.9578781498423288e-05
29823.69,-0.0005264497684072111,2.682249604455116e-05
29824.691,-0.0004942787986113029,2.633710091520599e-05
29825.693,-0.00047370816453007336,1.0400930763353688e-05
29826.688,-0.00047336683417144966,3.430455865568394e-07
