time_s,dv_dt,d2v_dt2
26092.255,8.105369807302354e-06,-1.5635006431054476e-05
26093.242,-7.326381540107008e-06,-8.693476773551957e-06
26094.243,-8.981520728257308e-06,5.166924814020602e-06
26095.243,2.9990010053104754e-06,-0.5051189398303346
26096.241,-1.0072181201488988,-0.060864702974779306
26096.291,-1.0078856666820173,0.03492301322964223
26097.291,-0.007483775594220976,0.5028896840827903
26098.292,-0.0025989307586713473,0.0026534450728411636
26099.269,-0.002129669484051133,0.000362418805827639
26100.27,-0.0018877945626394332,0.00021702580706169062
26101.272,-0.0016950160320514662,0.0001693352314692245
26102.269,-0.001549063425128283,0.0001358268182479333
26103.269,-0.0014238333611653609,0.00010489645222348429
26104.273,-0.0013390139291040715,8.475704236514804e-05
26105.278,-0.0012535559117068384,8.306070219631252e-05
26106.279,-0.0011723784146884242,6.973173099491799e-05
26107.279,-0.0011140000000000594,5.71892073442104e-05
26108.279,-0.0010580000000000034,5.876514057834292e-05
26109.279,-0.0009964697188433735,5.0955501057464714e-05
26110.278,-0.0009561188144007193,4.055337940602724e-05
26111.267,-0.0009158528260329035,5.1668733315101615e-05
26112.267,-0.0008531073559123747,4.595714225113536e-05
26113.268,-0.0008239261778324458,3.1178140434102476e-05
26114.266,-0.0007907943916540816,4.5534856291170255e-05
26115.269,-0.0007326872546213892,2.7823887468366815e-05
26116.268,-0.0007348505736561872,1.1170007238975115e-05
26117.214,-0.0007123376557747196,3.9988007741499415e-05
26118.215,-0.0006551612525407258,4.6885156293573985e-05
26119.215,-0.0006184999999998553,3.183062627043487e-05
26120.215,-0.000591499999999856,1.986091356476205e-05
26121.215,-0.0005787781728703312,2.3485798979280966e-05
26122.214,-0.0005445734050200102,2.9293705531293712e-05
26123.241,-0.0005197099433353891,2.089152441537098e-05
26124.24,-0.0005020638864119409,1.8710856304843943e-05
26125.243,-0.00048224241515693045,1.1506054505582605e-05
26126.241,-0.00047895791583031384,3.2910814895851505e-06
