time_s,dv_dt,d2v_dt2
7748.597,-8.99100899093297e-06,1.4925014926354786e-06
7749.598,-7.497014996804552e-06,3.2443790557808074e-06
7750.597,-2.5092513891156187e-06,2.7518673207112264e-06
7751.599,-2.0039940105132104e-06,-0.7364781639211152
7752.599,-1.4714888187830866,-0.07487758975157277
7752.629,-1.472478198173102,0.010405380612603808
7753.627,-0.021716015717107018,0.735623503595382
7754.627,-0.005577500000000013,0.008709179025217395
7755.627,-0.004297657666672228,0.000922654806476053
7756.628,-0.003731982464482808,0.0005065697274287571
7757.627,-0.003284284284283734,0.0003779628331381274
7758.626,-0.002976812723872513,0.0002702271684052939
7759.616,-0.0027461295520121443,0.00021939511529362344
7760.615,-0.0025406820811821884,0.00018717938853897724
7761.616,-0.0023718447438447754,0.00014878506308674592
7762.615,-0.00224303250004132,0.00011526653809124424
7763.617,-0.002141278572200589,9.923612869166772e-05
7764.616,-0.002044447139134986,9.38559700640535e-05
7765.611,-0.0019541052379694612,8.856444851377035e-05
7766.611,-0.0018677834347367028,8.105598559794377e-05
7767.609,-0.0017921343365374653,7.231292359566484e-05
7768.611,-0.0017231855456696366,6.720316876794629e-05
7769.608,-0.0016577791622924831,5.2916289826326424e-05
7770.609,-0.0016175604974228985,4.425945504003153e-05
7771.586,-0.0015704274984291722,6.148342898907916e-05
7772.584,-0.001495568632761568,6.848669377443296e-05
7773.584,-0.0014336171991675695,5.378732177282791e-05
7774.586,-0.001387919103676083,4.425783398206279e-05
7775.584,-0.0013450907603631546,4.771527919859018e-05
7776.586,-0.0012924500594468924,4.77866652707858e-05
7777.592,-0.0012491732040462722,3.879041940956472e-05
7778.592,-0.0012145858895407091,3.683959746106282e-05
7779.591,-0.0011755353510352062,3.833888607754582e-05
7780.592,-0.0011379111233598138,4.051219485482361e-05
7781.592,-0.0010944762973157385,3.348423965745997e-05
7782.593,-0.001070929070928593,2.3523702684456173e-05
