time_s,dv_dt,d2v_dt2
4037.412,9.999999996956888e-07,-1.34409552170478e-05
4038.412,-1.2440955217352112e-05,-7.475819180195696e-06
4039.415,-1.3938221315790145e-05,2.8440357111520804e-06
4040.414,-6.7818211295644915e-06,-0.21500953477054113
4041.379,-0.40792033713506726,-0.09788487416430591
4041.406,-0.4103178439581866,-0.07695005404197228
4042.407,-0.047707818472306984,0.19668598704835252
4043.406,-0.016284284284284967,0.017971032669077763
4044.405,-0.011801695199501028,0.0034982750322545674
4045.408,-0.009288663915394624,0.002191911456508093
4046.408,-0.007409417746403468,0.0015776910366597599
4047.406,-0.006135232209839581,0.0010941704265344109
4048.405,-0.005224724724724572,0.0007843704994699528
4049.404,-0.004568059951898462,0.0005795938400472941
4050.404,-0.00406627217278599,0.0004614235337251666
4051.408,-0.0036436907501042892,0.0003589126947526654
4052.43,-0.0033413665213064547,0.00025014863244813114
4053.432,-0.0031355810863247235,0.00020734043516437272
4054.43,-0.0029267013455849256,0.00019468212755059037
4055.434,-0.0027460033887247715,0.00015581467622752796
4056.433,-0.002614363517094098,0.00013745459434177888
4057.433,-0.002471220283044806,0.00013128491406209182
4058.445,-0.0023505045772789224,9.64117452052209e-05
4059.445,-0.002276694165107118,8.300191677549436e-05
4060.443,-0.0021847034768138762,8.71896488801112e-05
4061.445,-0.0021023548303888973,7.527639055622298e-05
4062.444,-0.0020340340340339047,6.471816033076783e-05
4063.443,-0.0019730479460480232,3.9606635658029116e-05
4064.444,-0.0019549066105635227,3.737492963207852e-05
4065.407,-0.0019010789430617958,7.54985474601173e-05
4066.404,-0.0018055729401447174,7.140634469107656e-05
4067.406,-0.0017585821419185965,4.4642112860214024e-05
4068.405,-0.0017162305632167918,5.7342047959005197e-05
4069.407,-0.0016437508808335721,5.2824605920162603e-05
4070.434,-0.0016100371277913972,1.1147283244126809e-05
4071.434,-0.0016199999999999548,-9.962872208557627e-06
