time_s,dv_dt,d2v_dt2
33458.292,1.1077542799332023e-05,-1.2081055092454477e-05
33459.285,-9.189449075019951e-07,-8.597329093393857e-06
33460.285,-6.007990013934261e-06,1.4429564223212488e-06
33461.287,1.9960079840064537e-06,-0.6834001367718278
33462.289,-1.3695398820862863,-0.06151356315545087
33462.315,-1.3702586167481272,0.007347716469097249
33463.315,-0.017089465803044046,0.684128696920806
33464.316,-0.0026558441558466317,0.007474122153031871
33465.317,-0.0021262732527722594,0.00037458345144651304
33466.316,-0.0019060600365286007,0.00021412416468108886
33467.316,-0.0016982516728618613,0.0001831269173590053
33468.317,-0.001539672462466779,0.00013452685704176464
33469.317,-0.0014290156679255261,0.00010333224364213168
33470.32,-0.0013327419916782102,9.177083812763633e-05
33471.317,-0.001245423564380621,8.181060035932874e-05
33472.318,-0.0011693306693307814,7.015478605094895e-05
33473.319,-0.001104973682706678,5.637421191569288e-05
33474.316,-0.0010566317726361518,5.251259824114326e-05
33475.316,-0.0010000818363269381,4.7447485117172285e-05
33476.318,-0.0009616783536461337,4.386761402450475e-05
33477.296,-0.0009134867331164198,5.445320954048944e-05
33478.294,-0.0008538695930402351,4.251880346406217e-05
33479.294,-0.0008286031040438679,3.498179868679992e-05
33480.295,-0.000783851573533445,4.2445361187145355e-05
33481.297,-0.0007435895707703644,3.428336915295172e-05
33482.296,-0.0007152152152147817,3.0308410779240967e-05
33483.295,-0.0006830333660334809,2.7857557734495958e-05
33484.296,-0.0006595175432113631,2.3815648357657223e-05
33485.298,-0.0006353299754142672,2.6841983544099513e-05
33486.298,-0.0006057906921441703,3.041199145560711e-05
33487.297,-0.000574538149038295,2.6769645172581755e-05
33488.298,-0.0005522694766009195,2.1420482775719868e-05
33489.285,-0.0005319312645926111,2.077263058731588e-05
33490.284,-0.0005110110110115862,1.8737122171379194e-05
33491.283,-0.0004944944944942353,1.4779544308337174e-05
33492.282,-0.00048148148148350895,1.302603904982624e-05
