time_s,dv_dt,d2v_dt2
7703.281,-1.000000000139778e-06,4.000000000115023e-06
7704.281,2.9999999999752447e-06,1.2500000000637002e-06
7705.281,1.4999999999876223e-06,-1.252372564986004e-06
7706.281,4.952548700032366e-07,-0.8970157883001341
7707.282,-1.7967220189710105,-0.06522309987779806
7707.309,-1.7972233477917374,0.028808682541548863
7708.309,-0.013732567382227057,0.8931186569837875
7709.303,-0.005692333681125206,0.004696538103278462
7710.303,-0.004408500000000037,0.0009414803009655248
7711.303,-0.003809373079194156,0.0005332389596149614
7712.304,-0.0033416206836207607,0.0003940296645590026
7713.303,-0.0030210210210215305,0.0002659069358562597
7714.302,-0.002810338625780062,0.00021181668365550447
7715.281,-0.0026020841868281686,0.00020150065560455856
7716.284,-0.0024115095332370995,0.0001532811729381804
7717.282,-0.002295002240452204,0.00011914429488905183
7718.281,-0.0021735735668941825,0.0001115451927337426
7719.284,-0.0020717689650884274,8.182121976766667e-05
7720.283,-0.002009610367785797,7.001781188609125e-05
7721.259,-0.0019338383195881548,8.646275500458374e-05
7722.257,-0.001838540103627384,8.380503645177807e-05
7723.258,-0.0017663822620366254,6.331275418380215e-05
7724.26,-0.001711742211764733,5.3824433616962816e-05
7725.257,-0.0016587801713181527,5.874353264706349e-05
7726.258,-0.0015943275662873013,5.3105058593051974e-05
7727.265,-0.0015522810173498325,3.9016912532080614e-05
7728.264,-0.0015160160160165859,4.276895001151227e-05
7729.263,-0.0014668286552268484,4.703940198412288e-05
7730.265,-0.0014219033756133204,4.3701695111963154e-05
7731.263,-0.0013794162118030417,3.2070575115652946e-05
7732.263,-0.001357868415556629,2.77251778655923e-05
7733.241,-0.001324844624923438,4.0569803398089765e-05
7734.244,-0.0012771551300956308,4.429393217152708e-05
7735.243,-0.0012361422012303613,3.8054773187522184e-05
7736.243,-0.001201089639915276,2.297542213036078e-05
7737.242,-0.0011901901901905396,1.0910360084823425e-05
