time_s,dv_dt,d2v_dt2
33494.005,2.994011976021981e-06,2.0009930187500535e-06
33495.007,4.99900698081035e-06,-7.685038604798841e-07
33496.007,1.4665341789843467e-06,-4.528382431090428e-06
33497.0,-4.012165269129397e-06,-0.344549558809409
33498.001,-0.6925652646537515,-0.05859682732796756
33498.024,-0.6935783251668325,-0.02808052492888745
33499.027,-0.02341606866349122,0.34365149280372786
33500.025,-0.0026947135508548214,0.010676928093675875
33501.027,-0.0021430617970434884,0.00039574622824565836
33502.026,-0.0019018979120486446,0.00022517936620657997
33503.022,-0.001693731752097527,0.0001847688157490616
33504.024,-0.0015330214943209963,0.00013918535117095527
33505.023,-0.0014150948300943877,0.00010963294294583288
33506.024,-0.0013137892891739167,9.341064125283169e-05
33507.024,-0.0012281645573430922,7.68227098066149e-05
33508.022,-0.0011602623421003155,6.810474352517278e-05
33509.01,-0.0010929098590772846,6.654321518183054e-05
33510.012,-0.001027887231513036,5.7150286313498904e-05
33511.011,-0.0009785057503746142,4.9683623245827416e-05
33512.011,-0.0009285691629694615,5.095479109748643e-05
33513.012,-0.0008765431759627518,4.7897609876231526e-05
33514.012,-0.0008327178968730031,3.8509522666355935e-05
33515.014,-0.000799468395873415,3.598310372045124e-05
33516.012,-0.0007607740444739441,3.94144032334187e-05
33517.015,-0.0007205937338281565,3.1050768219681305e-05
33518.013,-0.0006985515882065307,2.9372373947585302e-05
33519.015,-0.0006617905806769464,-0.0008282770125564421
33520.015,-0.00235330576171755,-0.00028192851128569334
33520.245,-0.0023435821844820515,0.0003639061471618571
33521.245,-0.000581285931255282,0.000891956924782752
33522.244,-0.0005588204835205168,2.378553720580709e-05
33523.242,-0.0005337888073595476,2.1565889640628338e-05
33524.243,-0.0005157313975370226,1.7877320015506355e-05
33525.243,-0.000498015966069465,2.098252447967243e-05
33526.245,-0.0004737113020882866,2.075889930498254e-05
33527.244,-0.000456456456458446,1.7272117747654597e-05
