time_s,dv_dt,d2v_dt2
15055.217,-4.004004003675424e-06,1.002003003746717e-06
15056.216,-3.003003002932658e-06,1.5022533790778154e-06
15057.215,-1.0025017522785618e-06,2.747264920100029e-06
15058.217,2.4987493787431703e-06,-0.48877159145716237
15059.218,-0.9780334378185955,-0.08515874596129436
15059.264,-0.9800653648293757,-0.0018952518670338457
15060.291,-0.012645343602360803,0.46956502327659866
15061.291,-0.003081649882346049,0.005077714558304083
15062.289,-0.0024821439421445213,0.00043539546382733037
15063.29,-0.002212287712289207,0.00024946793499426253
15064.291,-0.001982709136286287,0.00019509323157443522
15065.289,-0.0018220911143969065,0.00014854446800373583
15066.277,-0.0016874531561843487,0.0001305112550083143
15067.277,-0.0015627738668126945,0.00010822545646033761
15068.278,-0.0014709269419268534,8.750815410510848e-05
15069.277,-0.0013877405875111215,8.331286331148859e-05
15070.277,-0.0013043844416453787,7.526102730897103e-05
15071.278,-0.0012371594701980904,6.442975613252266e-05
15072.303,-0.0011739822722722781,6.008458825026736e-05
15073.304,-0.0011153544846684849,4.895102868203362e-05
15074.306,-0.0010759526078101267,3.887620373538227e-05
15075.304,-0.0010375985081225725,4.9705543831356995e-05
15076.305,-0.0009765234765233277,4.6207877905599765e-05
15077.306,-0.000945090336555543,3.483309360460856e-05
15078.288,-0.0009075786059278279,4.3473347124784356e-05
15079.29,-0.0008586261064287282,4.009175908352365e-05
15080.29,-0.0008272798871014064,3.9570938950625424e-05
15081.288,-0.0007795962363850162,3.980352312602713e-05
15082.29,-0.0007477367742041441,2.791689812439512e-05
15083.29,-0.0007236911059356199,2.5375631918139133e-05
15084.288,-0.0006970415761664572,2.7286722706321717e-05
15085.29,-0.000669112980867137,3.169958449277926e-05
15086.289,-0.0006336336336338899,3.093143997858535e-05
15087.288,-0.000607311963789936,2.5854149226230453e-05
15088.288,-0.0005819521775622949,2.120795616215702e-05
15089.29,-0.0005648702594808746,1.7047822436540276e-05
