time_s,dv_dt,d2v_dt2
15059.256,1.037344398024636e-06,4.914200737443449e-07
15060.22,1.511073349114156e-06,-1.7088061963672922e-06
15061.219,-2.4738539350366295e-06,-3.494319168570613e-06
15062.223,-5.4830895979129934e-06,-0.45770949354265467
15063.223,-0.9135979410701083,-0.056211114138143614
15063.251,-0.914499665292406,-0.006954656312040395
15064.252,-0.01787895453685162,0.45461553148143186
15065.25,-0.003080527153919377,0.007812244216590351
15066.275,-0.002458764607169206,0.00042584085259584226
15067.276,-0.0022091988388472927,0.00024333998417755778
15068.274,-0.001972292173726631,0.00020561936009477885
15069.275,-0.0017983565968566761,0.00015304402662002787
15070.274,-0.0016661213321211843,0.00012302672478037594
15071.275,-0.0015523405483273134,0.00010631892613857837
15072.272,-0.0014536374496254556,9.31490912276649e-05
15073.273,-0.00136627556601443,8.412641657416689e-05
15074.273,-0.0012852941968208853,7.279567816026141e-05
15075.275,-0.0012205713938444607,6.070681563892077e-05
15076.271,-0.0011639554772184812,5.3954199290327776e-05
15077.271,-0.0011129019711959565,5.415711371241393e-05
15078.247,-0.001057088206013912,5.9360487797151685e-05
15079.247,-0.000995500000000149,5.476875990928498e-05
15080.247,-0.000947550686195342,4.536626052327236e-05
15081.248,-0.000904727281382689,4.421711354464709e-05
15082.251,-0.0008589338389541901,4.0425336614164894e-05
15083.249,-0.0008237840018410214,3.165226134710608e-05
15084.238,-0.00079597686095223,3.259439314640231e-05
15085.237,-0.0007588963360558587,3.91732035399318e-05
15086.237,-0.0007176655138962929,4.176441429953583e-05
15087.238,-0.0006753246753246067,3.063029847797608e-05
15088.239,-0.0006563436563433722,2.0412790392948283e-05
15089.24,-0.0006344582689579159,3.014031717325804e-05
15090.239,-0.0005960960960960104,3.036365556850643e-05
15091.238,-0.0005737916851320524,2.2687583420304277e-05
15092.238,-0.0005507428947861825,2.065414510238003e-05
15093.239,-0.0005324675324673188,1.8257105213646343e-05
