file,cycle,step,step_name,t_pre,t_post,t_fast,t_end,V_pre,V_post,V_fast,V_end,I_step,R0,R1,R2,duration_pre_post,duration_post_fast,duration_fast_end
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,4,CC_DChg,4022.238,4022.253,4031.237,4052.205,3.487146,3.486768,3.324852,3.276645,-74.9974776,-5.040169510980853e-06,-0.002158952609894178,-0.0006427816180313792,0.015000000000327418,8.983999999999924,20.967999999999847
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,9,CC_DChg,7704.929,7704.956,7707.955,7734.959,3.394624,3.372905,3.304052,3.251071,-74.9978756,-0.00028959486953787856,-0.0009180660045255979,-0.0007064333432932592,0.027000000000043656,2.9989999999997963,27.003999999999905
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,14,CC_DChg,11385.636,11385.662,11388.658,11415.624,3.356,3.310998,3.271692,3.233685,-74.99770419999999,-0.000600045034445198,-0.0005240960429292753,-0.000506775512736294,0.02599999999983993,2.995999999999185,26.96600000000035
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,19,CC_DChg,15065.387,15065.417,15068.417,15095.368,3.337712,3.290513,3.254023,3.223897,-74.9979216,-0.0006293374401991426,-0.0004865468165187086,-0.000401691131664642,0.029999999998835847,3.0,26.95100000000093
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,24,CC_DChg,18745.825,18745.852,18748.855,18775.794,3.331726,3.287704,3.248661,3.221125,-74.997915,-0.0005869763179416388,-0.0005205878056743361,-0.0003671568736277536,0.026999999998224666,3.003000000000611,26.939000000002125
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,29,CC_DChg,22426.559,22426.598,22429.599,22456.818,3.329855,3.284526,3.248402,3.221801,-74.998099,-0.000604401986242341,-0.00048166554194927055,-0.0003546889901836029,0.03900000000066939,3.0009999999965657,27.21900000000096
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,34,CC_DChg,26107.031,26107.062,26110.062,26137.031,3.329201,3.286344,3.246705,3.220065,-74.9979644,-0.0005714421763692522,-0.0005285343451268419,-0.0003552096408632658,0.031000000002677552,3.0,26.968999999997322
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,39,CC_DChg,29787.623,29787.653,29790.654,29817.597,3.328903,3.320755,3.24505,3.218236,-74.99782859999999,-0.00010864314543634432,-0.001009429224994924,-0.0003575303512187271,0.029999999998835847,3.0010000000002037,26.94300000000294
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,44,CC_DChg,33473.412,33473.44,33476.696,33503.698,3.328563,3.298804,3.245642,3.219038,-74.997805,-0.0003967982796296488,-0.0007088474122675981,-0.0003547303817758439,0.02800000000570435,3.2560000000012224,27.00199999999313
