segment,mean,std,cell_id,pulse_no
mid,0.005574810894005641,0.0013072519821938691,Group0_150_0025_10_100,3
late,0.009834643973572674,0.0018109053519109219,Group0_150_0025_10_100,3
early,0.01605300778230795,0.0034032396733725896,Group0_150_0025_10_100,4
mid,0.005616884686999523,0.001596883022804083,Group0_150_0025_10_100,4
late,0.00814958578668008,0.0011222160573904228,Group0_150_0025_10_100,4
early,0.0038681889224724667,0.0011456209447753976,Group0_150_0025_10_100,5
mid,0.004843651666772084,0.001515448907434963,Group0_150_0025_10_100,5
late,0.008892697865980107,0.0008216084586373772,Group0_150_0025_10_100,5
early,0.0033855576749364665,0.0009905838675493756,Group0_150_0025_10_100,6
mid,0.004557767583006358,0.0014664655809719458,Group0_150_0025_10_100,6
late,0.008462264974780694,0.0008197226398076495,Group0_150_0025_10_100,6
early,0.011498037301565968,0.003403062261408056,Group0_150_0025_10_100,7
mid,0.004388470596117872,0.0008286787545840119,Group0_150_0025_10_100,7
late,0.007002558316296956,0.001044271139733306,Group0_150_0025_10_100,7
early,0.00609020316153125,0.0016219201640625832,Group0_150_0025_10_100,8
mid,0.0046559221885944,0.0012927745521607048,Group0_150_0025_10_100,8
late,0.0085133479856881,0.0008245573446842509,Group0_150_0025_10_100,8
early,0.0064718372216825,0.0011916458790742403,Group0_150_0025_10_100,9
mid,0.003679096884423083,0.0006500999367829779,Group0_150_0025_10_100,9
late,0.006967952434521718,0.0010368296310611616,Group0_150_0025_10_100,9
early,0.0784833005821723,0.0008591098007923617,Group0_150_0034_10_100,1
mid,0.047216693877773455,0.01671889518874447,Group0_150_0034_10_100,1
late,0.018355803535962435,0.002234007607817004,Group0_150_0034_10_100,1
early,0.03256582528829967,0.009333439519471019,Group0_150_0034_10_100,2
mid,0.010648594519041134,0.002753590385517051,Group0_150_0034_10_100,2
late,0.014720260983703853,0.002191041918411232,Group0_150_0034_10_100,2
early,0.02728751599496253,0.008333153322201579,Group0_150_0034_10_100,3
mid,0.008232909911848767,0.0023931771142197654,Group0_150_0034_10_100,3
late,0.01065669918770384,0.0014077197117555104,Group0_150_0034_10_100,3
early,0.014363719352774949,0.002843346628339475,Group0_150_0034_10_100,4
mid,0.005887282500091159,0.0012751916797706998,Group0_150_0034_10_100,4
late,0.008584342288051888,0.0010970413647010727,Group0_150_0034_10_100,4
early,0.03724116819791025,0.008227184595083368,Group0_150_0034_10_100,5
mid,0.009659217801132042,0.005410577762646391,Group0_150_0034_10_100,5
late,0.00806699405981105,0.0009300407519736422,Group0_150_0034_10_100,5
early,0.04896056089045435,0.008173537596007857,Group0_150_0034_10_100,6
mid,0.013474771727178916,0.00885693144796639,Group0_150_0034_10_100,6
late,0.006946385948430827,0.000677446682194818,Group0_150_0034_10_100,6
early,0.015231699575839001,0.004440670959483742,Group0_150_0034_10_100,7
mid,0.005778560745290776,0.0010328158125125174,Group0_150_0034_10_100,7
late,0.007868071394116907,0.0009147429787442602,Group0_150_0034_10_100,7
early,0.0442039395245552,0.011868658739485529,Group0_150_0034_10_100,8
mid,0.010849971382921809,0.006441292563329275,Group0_150_0034_10_100,8
late,0.008008129122891233,0.0007649218117618562,Group0_150_0034_10_100,8
early,0.0245463024585945,0.005201542085114536,Group0_150_0034_10_100,9
mid,0.0073889272545785084,0.0031396353312776446,Group0_150_0034_10_100,9
late,0.007776451097681557,0.0009441736067044488,Group0_150_0034_10_100,9
early,0.033702592673673405,0.0021581117631180634,Group0_150_0040_10_100,1
mid,0.019698466147539635,0.003851322071250339,Group0_150_0040_10_100,1
late,0.02060328812554983,0.002292362568346997,Group0_150_0040_10_100,1
early,0.0112027725511394,0.0016896933889393596,Group0_150_0040_10_100,2
mid,0.006425315613476742,0.001079571729070418,Group0_150_0040_10_100,2
late,0.013484834264101906,0.0027937859881780624,Group0_150_0040_10_100,2
early,0.01391715267434395,0.002825235705439387,Group0_150_0040_10_100,3
mid,0.005501068497842875,0.0012879416055591837,Group0_150_0040_10_100,3
late,0.010101352290269724,0.0019474531462050323,Group0_150_0040_10_100,3
early,0.011530494335525152,0.002319434674513135,Group0_150_0040_10_100,4
mid,0.004823579723455925,0.001007346117456851,Group0_150_0040_10_100,4
late,0.008174570547379056,0.001322365662665364,Group0_150_0040_10_100,4
early,0.0273532752189202,0.006055680914831206,Group0_150_0040_10_100,5
mid,0.007377464418944567,0.003757016168733712,Group0_150_0040_10_100,5
late,0.00745815520900255,0.0010741929475787367,Group0_150_0040_10_100,5
early,0.009741421143223801,0.0019654142289135495,Group0_150_0040_10_100,6
mid,0.004225136692883633,0.0008235796299975306,Group0_150_0040_10_100,6
late,0.007115354599050237,0.0010848606439624047,Group0_150_0040_10_100,6
early,0.01049206938435195,0.00211526407989199,Group0_150_0040_10_100,7
mid,0.0043972702646847914,0.0008942974431524022,Group0_150_0040_10_100,7
late,0.007129456734876643,0.001082518335137333,Group0_150_0040_10_100,7
early,0.016852625810602335,0.005147967652152971,Group0_150_0040_10_100,8
mid,0.005501896016747983,0.0013392283231132977,Group0_150_0040_10_100,8
late,0.007400957508960846,0.000918461093019591,Group0_150_0040_10_100,8
early,0.012464712749014,0.002562298790083459,Group0_150_0040_10_100,9
mid,0.0047490383549695075,0.0011634854488601371,Group0_150_0040_10_100,9
late,0.007208213054842106,0.0009774775183675978,Group0_150_0040_10_100,9
early,0.0229085015555511,0.0027079650156767413,Group0_150_0043_10_100,1
mid,0.01637166235865711,0.0032075598443994957,Group0_150_0043_10_100,1
late,0.016998312692277206,0.002552047071226327,Group0_150_0043_10_100,1
early,0.00889202192862255,0.001247841940121443,Group0_150_0043_10_100,2
mid,0.0061039018361172155,0.0014478780488743845,Group0_150_0043_10_100,2
late,0.0136342357058667,0.00257409972261139,Group0_150_0043_10_100,2
early,0.006105627071754699,0.0016222018793858035,Group0_150_0043_10_100,3
mid,0.0041603978971598635,0.0010499811359653678,Group0_150_0043_10_100,3
late,0.0099420195390996,0.002002173219506759,Group0_150_0043_10_100,3
early,0.0051666845628499,0.0013284674712492643,Group0_150_0043_10_100,4
mid,0.004855813138429716,0.0016097636028064497,Group0_150_0043_10_100,4
late,0.009727956203757106,0.0011271682394761314,Group0_150_0043_10_100,4
early,0.02036901434073885,0.00442704883816748,Group0_150_0043_10_100,5
mid,0.006021958719435317,0.002549828511116931,Group0_150_0043_10_100,5
late,0.0072132344028505,0.0011022754814064973,Group0_150_0043_10_100,5
early,0.0065291258345199,0.0018402483372746872,Group0_150_0043_10_100,6
mid,0.004518556063792269,0.0011747779870932165,Group0_150_0043_10_100,6
late,0.008277689971171221,0.0008608793938246966,Group0_150_0043_10_100,6
early,0.011208768191156898,0.0033207386352001674,Group0_150_0043_10_100,7
mid,0.00452245578910655,0.0007497378499748292,Group0_150_0043_10_100,7
late,0.007042249646597554,0.0009205236026025855,Group0_150_0043_10_100,7
early,0.0046009247097891,0.0017001055264407791,Group0_150_0043_10_100,8
mid,0.004005975267658067,0.0011491004437532031,Group0_150_0043_10_100,8
late,0.008033360912024844,0.0010010915757147083,Group0_150_0043_10_100,8
early,0.02066186404113195,0.00446035528923542,Group0_150_0043_10_100,9
mid,0.005922228878862969,0.0025447381863609314,Group0_150_0043_10_100,9
late,0.006929574593330307,0.0009483835780771799,Group0_150_0043_10_100,9
early,0.0238548660915583,0.002466595464841411,Group0_150_0046_10_100,1
mid,0.017348960195513134,0.004294694965098714,Group0_150_0046_10_100,1
late,0.014731200791856719,0.0023355745934374615,Group0_150_0046_10_100,1
early,0.0096494108272737,0.0010819663933800704,Group0_150_0046_10_100,2
mid,0.005352543748606967,0.0011387488323905924,Group0_150_0046_10_100,2
late,0.012616281005281532,0.002743505463169195,Group0_150_0046_10_100,2
early,0.005672518850160833,0.0015185796706522355,Group0_150_0046_10_100,3
mid,0.0041038695198834275,0.0010869459859939568,Group0_150_0046_10_100,3
late,0.009499773304982518,0.002039864518160151,Group0_150_0046_10_100,3
early,0.0101116222171626,0.002074757020433749,Group0_150_0046_10_100,4
mid,0.0043377524682118,0.0008729935484359395,Group0_150_0046_10_100,4
late,0.00782187412365848,0.0013387516407230608,Group0_150_0046_10_100,4
early,0.00751300141672035,0.0014264824814060764,Group0_150_0046_10_100,5
mid,0.003744492831620875,0.0006620524808992246,Group0_150_0046_10_100,5
late,0.007017470160895975,0.0011265045213670658,Group0_150_0046_10_100,5
early,0.0034915509722097003,0.0008192954998288476,Group0_150_0046_10_100,6
mid,0.003908392503086025,0.0013320774607354826,Group0_150_0046_10_100,6
late,0.007986957976155125,0.0009507631632397943,Group0_150_0046_10_100,6
early,0.007897813707308,0.0015615560501389051,Group0_150_0046_10_100,7
mid,0.003850759626385623,0.0007003412988550498,Group0_150_0046_10_100,7
late,0.006839065275372534,0.0009669075640748122,Group0_150_0046_10_100,7
early,0.00427236751501195,0.0014691099244734736,Group0_150_0046_10_100,8
mid,0.003956342232920992,0.0012155328676832422,Group0_150_0046_10_100,8
late,0.007926430999062825,0.0009498446440611949,Group0_150_0046_10_100,8
early,0.00890076631616505,0.001756268855478452,Group0_150_0046_10_100,9
mid,0.0038776605991831,0.0007566993829570361,Group0_150_0046_10_100,9
late,0.006585653641561612,0.0010383798320002732,Group0_150_0046_10_100,9
early,0.07542128093410803,0.0020938426351083048,Group0_150_0049_10_100,1
mid,0.043006532685899046,0.014627314666509485,Group0_150_0049_10_100,1
late,0.017755977664200315,0.001955112440584423,Group0_150_0049_10_100,1
early,0.027687693277445264,0.008302050868109322,Group0_150_0049_10_100,2
mid,0.008748512884603,0.002425316198396505,Group0_150_0049_10_100,2
late,0.013347960035757606,0.002690278180741264,Group0_150_0049_10_100,2
early,0.0146773412251306,0.004429839682560393,Group0_150_0049_10_100,3
mid,0.005746519398989325,0.0010109276335314432,Group0_150_0049_10_100,3
late,0.010126850538734312,0.0016513930730488074,Group0_150_0049_10_100,3
early,0.0164085141273391,0.0034472864230873745,Group0_150_0049_10_100,4
mid,0.0057332047089736415,0.0017095240464842674,Group0_150_0049_10_100,4
late,0.008188067181759224,0.0012340190466979858,Group0_150_0049_10_100,4
early,0.01841466137105245,0.003934156160195052,Group0_150_0049_10_100,5
mid,0.005974124282934375,0.002113188635766472,Group0_150_0049_10_100,5
late,0.007576723306421275,0.0010733611103385032,Group0_150_0049_10_100,5
early,0.014722269248549533,0.004438924521857297,Group0_150_0049_10_100,6
mid,0.0052477401524972924,0.0010635535979667567,Group0_150_0049_10_100,6
late,0.007512470739047967,0.0009394434529848122,Group0_150_0049_10_100,6
early,0.018946544762006,0.004059257369425163,Group0_150_0049_10_100,7
mid,0.005977053814059983,0.0022409693384145436,Group0_150_0049_10_100,7
late,0.007333260402191637,0.001028047165064599,Group0_150_0049_10_100,7
early,0.04103482814242685,0.009192627902918788,Group0_150_0049_10_100,8
mid,0.009817528718367342,0.0062624931340442445,Group0_150_0049_10_100,8
late,0.007447202729356075,0.0009731839674872569,Group0_150_0049_10_100,8
early,0.0256567364506148,0.005091250068040488,Group0_150_0049_10_100,9
mid,0.007586988320632417,0.003665097225995027,Group0_150_0049_10_100,9
late,0.007268478774961462,0.0009848463997639211,Group0_150_0049_10_100,9
early,0.019266433710765633,0.0013260272739602653,Group0_150_0056_10_100,1
mid,0.015438576615484883,0.001457941129978415,Group0_150_0056_10_100,1
late,0.0195953993824829,0.0025580186787839926,Group0_150_0056_10_100,1
early,0.01160424574524895,0.000567700817089529,Group0_150_0056_10_100,2
mid,0.00521207892287795,0.0010878485410251728,Group0_150_0056_10_100,2
late,0.0125203364333012,0.00265102444124314,Group0_150_0056_10_100,2
early,0.006775686829981466,0.0017713306102892293,Group0_150_0056_10_100,3
mid,0.004651455107537025,0.0011759701259846061,Group0_150_0056_10_100,3
late,0.010071951907253407,0.0016458387776699661,Group0_150_0056_10_100,3
early,0.00465613131031215,0.001083915984747922,Group0_150_0056_10_100,4
mid,0.004999994067132108,0.0017058636666705234,Group0_150_0056_10_100,4
late,0.009706582793147222,0.0009732981556977991,Group0_150_0056_10_100,4
early,0.01576160324623997,0.004759587170356481,Group0_150_0056_10_100,5
mid,0.00538284206183735,0.0011683509921372713,Group0_150_0056_10_100,5
late,0.007540811867856514,0.0009353695103319481,Group0_150_0056_10_100,5
early,0.01184810558569755,0.002446235628557508,Group0_150_0056_10_100,6
mid,0.005042838330382146,0.0008570226605436272,Group0_150_0056_10_100,6
late,0.007195718958831626,0.0008741679220924814,Group0_150_0056_10_100,6
early,0.0052189367546402,0.001335703077317014,Group0_150_0056_10_100,7
mid,0.004616148920663369,0.0015067262597454336,Group0_150_0056_10_100,7
late,0.008543706605261681,0.000750302471291628,Group0_150_0056_10_100,7
early,0.0211189292124489,0.0046838779155803836,Group0_150_0056_10_100,8
mid,0.006238815411793523,0.0025525484417663704,Group0_150_0056_10_100,8
late,0.007202009579020774,0.0009027154693378454,Group0_150_0056_10_100,8
early,0.0099304379131399,0.0019564980189787223,Group0_150_0056_10_100,9
mid,0.004368266407102538,0.0008309200189128772,Group0_150_0056_10_100,9
late,0.007032376340053746,0.0009267657239311998,Group0_150_0056_10_100,9
early,0.0483089140737056,7.120797091280621e-06,Group0_150_0087_10_100,1
mid,0.027856245087959794,0.009840120125988415,Group0_150_0087_10_100,1
late,0.016424799358328114,0.0016991620642760922,Group0_150_0087_10_100,1
early,0.012765278774458199,0.002505184683982767,Group0_150_0087_10_100,2
mid,0.006578710460511055,0.0009734950790707195,Group0_150_0087_10_100,2
late,0.01308966063987025,0.0029846498952899835,Group0_150_0087_10_100,2
early,0.01702892167080675,0.003833476204273204,Group0_150_0087_10_100,3
mid,0.005886070991330709,0.001745454688318819,Group0_150_0087_10_100,3
late,0.009827438098972506,0.0019844393057352086,Group0_150_0087_10_100,3
early,0.029246696504362,0.006530467892714013,Group0_150_0087_10_100,4
mid,0.007590732218552592,0.003926594419266149,Group0_150_0087_10_100,4
late,0.008227428900440866,0.001243121542362815,Group0_150_0087_10_100,4
early,0.013503794817871052,0.0028540877572430286,Group0_150_0087_10_100,5
mid,0.004818605421195825,0.001373154717568695,Group0_150_0087_10_100,5
late,0.007170539862543756,0.0011397035012457794,Group0_150_0087_10_100,5
early,0.01889431016403835,0.004158661456418084,Group0_150_0087_10_100,6
mid,0.0056166995448783995,0.0023823445004465993,Group0_150_0087_10_100,6
late,0.006949460757573394,0.00099500311834064,Group0_150_0087_10_100,6
early,0.00994089979904505,0.0020572881832384357,Group0_150_0087_10_100,7
mid,0.004000785168181783,0.0008941930761649538,Group0_150_0087_10_100,7
late,0.006734578244794844,0.0011863217931972355,Group0_150_0087_10_100,7
early,0.012222271943112234,0.003705102478947442,Group0_150_0087_10_100,8
mid,0.004529795970634866,0.0008342358727134056,Group0_150_0087_10_100,8
late,0.007044881298491386,0.0009872636735101152,Group0_150_0087_10_100,8
early,0.009366614006401701,0.001935696307926938,Group0_150_0087_10_100,9
mid,0.004011545552447225,0.0007937676625436247,Group0_150_0087_10_100,9
late,0.006746395481266338,0.001072995058031602,Group0_150_0087_10_100,9
early,0.0232329497481258,0.001624043378206748,Group0_150_0091_10_100,1
mid,0.015496287786682208,0.0014498240712302675,Group0_150_0091_10_100,1
late,0.021542505557656293,0.0027575902350960102,Group0_150_0091_10_100,1
early,0.0188307755375858,0.003537541595888301,Group0_150_0091_10_100,2
mid,0.0078056821930695625,0.0017261084649606094,Group0_150_0091_10_100,2
late,0.013531877558632133,0.002325849605198291,Group0_150_0091_10_100,2
early,0.0245331573706073,0.00520881700337931,Group0_150_0091_10_100,3
mid,0.0077007137182415674,0.0029134451763722902,Group0_150_0091_10_100,3
late,0.010035267474674144,0.0015994825491834534,Group0_150_0091_10_100,3
early,0.014896319387124199,0.004295284984751008,Group0_150_0091_10_100,4
mid,0.005733479253160325,0.0009956647761883808,Group0_150_0091_10_100,4
late,0.00864667336830846,0.0010624296731511068,Group0_150_0091_10_100,4
early,0.0161695514684292,0.003264720169540383,Group0_150_0091_10_100,5
mid,0.005879814111355817,0.0016144187356923342,Group0_150_0091_10_100,5
late,0.007884223584209487,0.0010756834110526219,Group0_150_0091_10_100,5
early,0.0164207707873147,0.0034328107569658816,Group0_150_0091_10_100,6
mid,0.005758074112599308,0.0017477503152838769,Group0_150_0091_10_100,6
late,0.007624681333994619,0.0010107054133171606,Group0_150_0091_10_100,6
early,0.02592871087413145,0.005594795153443103,Group0_150_0091_10_100,7
mid,0.007428528955119866,0.003420706635183189,Group0_150_0091_10_100,7
late,0.00766180011723355,0.0009727049717504445,Group0_150_0091_10_100,7
early,0.03186750586523905,0.007007394478550531,Group0_150_0091_10_100,8
mid,0.008465571604081158,0.00451429326685183,Group0_150_0091_10_100,8
late,0.00770005007091985,0.0009585371110087835,Group0_150_0091_10_100,8
early,0.0149409932513086,0.0045109108389281725,Group0_150_0091_10_100,9
mid,0.005452354458081108,0.0010282988548768472,Group0_150_0091_10_100,9
late,0.00773367140952628,0.0008971865192369715,Group0_150_0091_10_100,9
early,0.0546810275208944,0.0015650738246272891,Group1_150_0065_10_100,1
mid,0.030813942731764073,0.010594642392163735,Group1_150_0065_10_100,1
late,0.015365750633277669,0.0011564343299678703,Group1_150_0065_10_100,1
early,0.044137786560597164,0.006303905977937375,Group1_150_0065_10_100,2
mid,0.016819566541121364,0.0078784296936208,Group1_150_0065_10_100,2
late,0.009165007237599063,0.0018183855861564047,Group1_150_0065_10_100,2
early,0.02104116538289475,0.004341866196533034,Group1_150_0065_10_100,3
mid,0.00661598780759145,0.00234439351239019,Group1_150_0065_10_100,3
late,0.00977381794049235,0.0018944553180093534,Group1_150_0065_10_100,3
