segment,mean,std,cell_id,pulse_no
early,0.0189001091428504,0.004055049201361484,Group1_150_0065_10_100,4
mid,0.005987327916102577,0.002103565132157421,Group1_150_0065_10_100,4
late,0.008142591860100273,0.001190119190074857,Group1_150_0065_10_100,4
early,0.01730845807742825,0.0037331729586653987,Group1_150_0065_10_100,5
mid,0.005530920167640447,0.0019229976601800086,Group1_150_0065_10_100,5
late,0.007279178744485226,0.0009792389610519727,Group1_150_0065_10_100,5
early,0.028997716441107966,0.0091049162405419,Group1_150_0065_10_100,6
mid,0.006923130894888718,0.003444855379812613,Group1_150_0065_10_100,6
late,0.006868649240172588,0.0010071468671183634,Group1_150_0065_10_100,6
early,0.026492025779724867,0.00836041595317394,Group1_150_0065_10_100,7
mid,0.006729753617510164,0.0029163542676707613,Group1_150_0065_10_100,7
late,0.006907394092484837,0.0009833732329632095,Group1_150_0065_10_100,7
early,0.012798936432038768,0.003803551185058617,Group1_150_0065_10_100,8
mid,0.004717903518949275,0.0008861221049539157,Group1_150_0065_10_100,8
late,0.007055606988160401,0.000945188568140215,Group1_150_0065_10_100,8
early,0.0045775267624459,0.001483127197892092,Group1_150_0065_10_100,9
mid,0.004505390648371517,0.0012765415972127714,Group1_150_0065_10_100,9
late,0.008196460370159427,0.0008323312373562537,Group1_150_0065_10_100,9
early,0.02766217156651435,0.00035429886180197333,Group1_150_0074_10_100,1
mid,0.018875696961876,0.0032255505904221953,Group1_150_0074_10_100,1
late,0.02101288457586266,0.00253077615270177,Group1_150_0074_10_100,1
early,0.008840665424406367,0.0020937025340335893,Group1_150_0074_10_100,2
mid,0.006184413358262283,0.0014637503749361895,Group1_150_0074_10_100,2
late,0.013593648052447307,0.0024638155049740984,Group1_150_0074_10_100,2
early,0.008193513540762665,0.002316489212109834,Group1_150_0074_10_100,3
mid,0.004464621772349382,0.0008618591598745128,Group1_150_0074_10_100,3
late,0.009738158862543532,0.0019141202848233989,Group1_150_0074_10_100,3
early,0.02617272894885,0.005846839718735757,Group1_150_0074_10_100,4
mid,0.0072289659946090466,0.0032461027003861127,Group1_150_0074_10_100,4
late,0.008142329453027047,0.0010859124291077926,Group1_150_0074_10_100,4
early,0.00874111226923265,0.0017580103929424739,Group1_150_0074_10_100,5
mid,0.004016987843073517,0.0007261794241262576,Group1_150_0074_10_100,5
late,0.007129903910947994,0.0011296210959168137,Group1_150_0074_10_100,5
early,0.013663671682139701,0.004165480940733421,Group1_150_0074_10_100,6
mid,0.00479808009573405,0.0009877791273754449,Group1_150_0074_10_100,6
late,0.007006621997876007,0.0009723081999277265,Group1_150_0074_10_100,6
early,0.007739781520529534,0.002187526057825767,Group1_150_0074_10_100,7
mid,0.003524406593942146,0.0006889324146920335,Group1_150_0074_10_100,7
late,0.0068648606969811815,0.0011203423439099195,Group1_150_0074_10_100,7
early,0.013401977018286399,0.002756961465014851,Group1_150_0074_10_100,8
mid,0.004817447083690333,0.001383761978790741,Group1_150_0074_10_100,8
late,0.006949510793795868,0.0010783003636679086,Group1_150_0074_10_100,8
early,0.0157158789679998,0.0033404493386191237,Group1_150_0074_10_100,9
mid,0.005143585541571184,0.0017978803278869443,Group1_150_0074_10_100,9
late,0.0068365900371521755,0.0010624961596892696,Group1_150_0074_10_100,9
early,0.0208762239739139,0.00048257999743955897,Group1_150_0078_10_100,1
mid,0.020028935981362055,0.0011639362273988048,Group1_150_0078_10_100,1
late,0.026170937273446625,0.002191243807443946,Group1_150_0078_10_100,1
early,0.01591049733335567,0.004236816735530088,Group1_150_0078_10_100,2
mid,0.006463932722951773,0.00102592066477965,Group1_150_0078_10_100,2
late,0.013438082696274611,0.0027680470667253913,Group1_150_0078_10_100,2
early,0.0062905382539664,0.0015943664551553419,Group1_150_0078_10_100,3
mid,0.005589482531121375,0.001789598503707172,Group1_150_0078_10_100,3
late,0.011940646383087224,0.0017241708619530137,Group1_150_0078_10_100,3
early,0.020692962726713997,0.004446173340250539,Group1_150_0078_10_100,4
mid,0.006365459238460639,0.0023815946706908816,Group1_150_0078_10_100,4
late,0.00826249583601424,0.0011509552045135321,Group1_150_0078_10_100,4
early,0.014438729406905068,0.004478498680487889,Group1_150_0078_10_100,5
mid,0.005018835133502825,0.0010333447164572096,Group1_150_0078_10_100,5
late,0.007440347555920593,0.0009720760862423234,Group1_150_0078_10_100,5
early,0.013712368640394799,0.002869317444301861,Group1_150_0078_10_100,6
mid,0.0049104180238028995,0.0014078251990314984,Group1_150_0078_10_100,6
late,0.006965962707764213,0.0010192433439980902,Group1_150_0078_10_100,6
early,0.0201851111824374,0.006210235598844667,Group1_150_0078_10_100,7
mid,0.005818364665579709,0.0018615648718520443,Group1_150_0078_10_100,7
late,0.007116933497980747,0.0009085797977844663,Group1_150_0078_10_100,7
early,0.00576747056005335,0.0014809811208577235,Group1_150_0078_10_100,8
mid,0.004474781287755366,0.0011899481847721328,Group1_150_0078_10_100,8
late,0.008372762733238493,0.0009128291271791048,Group1_150_0078_10_100,8
early,0.011636916175744999,0.002346284716584136,Group1_150_0078_10_100,9
mid,0.0045560384196640085,0.0010840252375274799,Group1_150_0078_10_100,9
late,0.006902410579451144,0.0010207283107050162,Group1_150_0078_10_100,9
early,0.01862985029321845,0.0006805316207941991,Group1_150_0080_10_100,1
mid,0.01796784610931207,0.0010804403986021634,Group1_150_0080_10_100,1
late,0.024435048712429994,0.0023965337585927235,Group1_150_0080_10_100,1
early,0.0120634451807033,0.0020212987930667745,Group1_150_0080_10_100,2
mid,0.006102914366047592,0.0011303041694161707,Group1_150_0080_10_100,2
late,0.013167609161522431,0.0027493962890044192,Group1_150_0080_10_100,2
early,0.006266070756454051,0.0010978369292882675,Group1_150_0080_10_100,3
mid,0.004424809341549692,0.0012386508676008408,Group1_150_0080_10_100,3
late,0.009927591544899193,0.0016163972210549323,Group1_150_0080_10_100,3
early,0.0051390237283671335,0.0017319329245452572,Group1_150_0080_10_100,4
mid,0.005004142979932209,0.0014312458443780406,Group1_150_0080_10_100,4
late,0.00950207297449865,0.0010654616776123338,Group1_150_0080_10_100,4
early,0.012941912988350901,0.003819285720255555,Group1_150_0080_10_100,5
mid,0.004989025067065359,0.000858970959085414,Group1_150_0080_10_100,5
late,0.007496980323174333,0.0009157355761524258,Group1_150_0080_10_100,5
early,0.0033679356286653666,0.0008778079742378866,Group1_150_0080_10_100,6
mid,0.004607980855835384,0.0014580092529926144,Group1_150_0080_10_100,6
late,0.008480358882294274,0.0008050579225546566,Group1_150_0080_10_100,6
early,0.00461759091611805,0.0011369756377200542,Group1_150_0080_10_100,7
mid,0.004539037685699346,0.0014340838748972083,Group1_150_0080_10_100,7
late,0.0085071987215039,0.0007993098374340692,Group1_150_0080_10_100,7
early,0.0121953543311714,0.0025299397447425213,Group1_150_0080_10_100,8
mid,0.004816756329226631,0.0010945444020998931,Group1_150_0080_10_100,8
late,0.007230740813491793,0.0009237422669488697,Group1_150_0080_10_100,8
early,0.009114490650003233,0.0025528613053879515,Group1_150_0080_10_100,9
mid,0.004162012599376346,0.0005701512174498006,Group1_150_0080_10_100,9
late,0.0069796282191901746,0.0010141867333829263,Group1_150_0080_10_100,9
early,0.0394734580832062,0.0011231576961398871,Group2_150_0012_10_100,1
mid,0.022149922667182464,0.006792056533625395,Group2_150_0012_10_100,1
late,0.017837810142606634,0.0022172810325103527,Group2_150_0012_10_100,1
early,0.0128086956572272,0.0030072326063221456,Group2_150_0012_10_100,2
mid,0.0071222580962255,0.001198653480478322,Group2_150_0012_10_100,2
late,0.014067245905903086,0.0025157721287952977,Group2_150_0012_10_100,2
early,0.01954272153155157,0.008152427152279611,Group2_150_0012_10_100,3
mid,0.005895580396395809,0.001223701463940993,Group2_150_0012_10_100,3
late,0.010759739532875727,0.001634485499331229,Group2_150_0012_10_100,3
early,0.01771583730694435,0.0037066912581055792,Group2_150_0012_10_100,4
mid,0.005974675450528458,0.0019119946735963198,Group2_150_0012_10_100,4
late,0.008134999606961244,0.0011879304254934359,Group2_150_0012_10_100,4
early,0.0088552811519546,0.001723006468658766,Group2_150_0012_10_100,5
mid,0.00430350638451145,0.0007151733690923536,Group2_150_0012_10_100,5
late,0.007392878553769794,0.0010490458342721975,Group2_150_0012_10_100,5
early,0.010626611912027,0.0021489018802355784,Group2_150_0012_10_100,6
mid,0.004545741402220285,0.000913754727663537,Group2_150_0012_10_100,6
late,0.0072438473400493735,0.0009202750943099496,Group2_150_0012_10_100,6
early,0.01155998137426055,0.002309600238250578,Group2_150_0012_10_100,7
mid,0.00463266222712165,0.001038885860930157,Group2_150_0012_10_100,7
late,0.007125062233123768,0.0010065752987315436,Group2_150_0012_10_100,7
early,0.0061697603730217,0.0016021196363041783,Group2_150_0012_10_100,8
mid,0.004051304034063533,0.0007685846515327988,Group2_150_0012_10_100,8
late,0.0072771166683752,0.0009384305985585293,Group2_150_0012_10_100,8
early,0.004792978711186234,0.0015649237502182445,Group2_150_0012_10_100,9
mid,0.004565321642234991,0.0011993746181933724,Group2_150_0012_10_100,9
late,0.008230309298119519,0.0009101377940839599,Group2_150_0012_10_100,9
early,0.03342499267590627,0.00358564930117862,Group2_150_0050_10_100,1
mid,0.0168935965179154,0.003951397763840955,Group2_150_0050_10_100,1
late,0.019596207407559352,0.0032273363693105864,Group2_150_0050_10_100,1
early,0.01046291015329885,0.002141213317543071,Group2_150_0050_10_100,2
mid,0.004908111945321383,0.0012041321978862752,Group2_150_0050_10_100,2
late,0.012593450429850418,0.0031344560074652488,Group2_150_0050_10_100,2
early,0.008546797810118,0.002758791071160199,Group2_150_0050_10_100,3
mid,0.004100827539373909,0.0008631357118189537,Group2_150_0050_10_100,3
late,0.009511980101459587,0.001966008835530148,Group2_150_0050_10_100,3
early,0.03450138179346205,0.007913569409441138,Group2_150_0050_10_100,4
mid,0.008154496895095231,0.004886892477275592,Group2_150_0050_10_100,4
late,0.007826436683784086,0.0011240521034062802,Group2_150_0050_10_100,4
early,0.029128945410965532,0.0093516872715932,Group2_150_0050_10_100,5
mid,0.006915501034200442,0.003163849630862631,Group2_150_0050_10_100,5
late,0.00721180342671724,0.0009346389699777552,Group2_150_0050_10_100,5
early,0.01892721301443175,0.004257260484087294,Group2_150_0050_10_100,6
mid,0.005504217242680233,0.002339456672471542,Group2_150_0050_10_100,6
late,0.006761630059007963,0.0010368680615221782,Group2_150_0050_10_100,6
early,0.0156020564441601,0.0034851196119122774,Group2_150_0050_10_100,7
mid,0.005013185832344308,0.0016597294364425399,Group2_150_0050_10_100,7
late,0.006941434454483753,0.0009635490962296849,Group2_150_0050_10_100,7
early,0.0276722541970675,0.006255085337776631,Group2_150_0050_10_100,8
mid,0.0070670757866769,0.003907241244533484,Group2_150_0050_10_100,8
late,0.00689393568434775,0.0010317793808001566,Group2_150_0050_10_100,8
early,0.0072116158415289,0.00215737873874292,Group2_150_0050_10_100,9
mid,0.004099582432615125,0.0009877116336648743,Group2_150_0050_10_100,9
late,0.007841723829080657,0.0009553323611312274,Group2_150_0050_10_100,9
early,0.0162973232999674,0.000721434012185661,Group2_150_0057_10_100,1
mid,0.016795716295245632,0.001242260722279356,Group2_150_0057_10_100,1
late,0.024388600746777643,0.002909313302735904,Group2_150_0057_10_100,1
early,0.018798044426453168,0.007621368622034357,Group2_150_0057_10_100,2
mid,0.006597099089838809,0.0014573268716886756,Group2_150_0057_10_100,2
late,0.014015200394406246,0.0026245423350296938,Group2_150_0057_10_100,2
early,0.010221510936738051,0.0021587882489509515,Group2_150_0057_10_100,3
mid,0.004429722912764983,0.0009838034388028897,Group2_150_0057_10_100,3
late,0.009459075995745962,0.0019238749809868353,Group2_150_0057_10_100,3
early,0.012732336906596699,0.003878251162475574,Group2_150_0057_10_100,4
mid,0.004889781853791309,0.0008585515190944702,Group2_150_0057_10_100,4
late,0.008075588033515914,0.0011531357919436387,Group2_150_0057_10_100,4
early,0.009026957694513567,0.0026432775904546573,Group2_150_0057_10_100,5
mid,0.0038527786272286547,0.0005985784767124919,Group2_150_0057_10_100,5
late,0.007196073676568788,0.0011154764376726382,Group2_150_0057_10_100,5
early,0.0045464736512863,0.0011964423343697314,Group2_150_0057_10_100,6
mid,0.004153218361599834,0.0012858009473858763,Group2_150_0057_10_100,6
late,0.008245023853473537,0.0009465934382163311,Group2_150_0057_10_100,6
early,0.004841422698323567,0.0012766085955915152,Group2_150_0057_10_100,7
mid,0.0033867561048054368,0.0007539903563584662,Group2_150_0057_10_100,7
late,0.0069827666758540624,0.0010781005742814338,Group2_150_0057_10_100,7
early,0.0160472663918762,0.0034689740345460927,Group2_150_0057_10_100,8
mid,0.005266351000675275,0.0017867433283945949,Group2_150_0057_10_100,8
late,0.007044368996783956,0.0010551445026776075,Group2_150_0057_10_100,8
early,0.0079345503756312,0.0022819490997636927,Group2_150_0057_10_100,9
mid,0.003924966446155692,0.0006235348307612342,Group2_150_0057_10_100,9
late,0.00699606421990128,0.0009725316578989103,Group2_150_0057_10_100,9
