file,cycle,step,step_name,t_pre,t_post,t_fast,t_end,V_pre,V_post,V_fast,V_end,I_step,R0,R1,R2,C1,C2,duration_pre_post,duration_post_fast,duration_fast_end,cell,pulse_no,soc_pct,cell_id,rmse_V
RD_LFP_HPPC_REPT_Group0_150_0025_10_100,1,39,CC_DChg,29796.698,29796.725,29798.726,29826.688,3.327588,3.27566,3.256946,3.228838,-74.9979988,-0.0006923918081931,-0.0002495266580366,-0.000374783333552,-8019.1832638034575,-74608.44038869944,0.0269999999982246,2.001000000000204,27.96199999999953,RD_LFP_HPPC_REPT_Group0_150_0025_10_100,8,80,Group0_150_0025_10_100,0.00689869284359076
RD_LFP_HPPC_REPT_Group0_150_0025_10_100,1,44,CC_DChg,33491.361,33491.412,33494.413,33521.414,3.32713,3.273481,3.254524,3.228991,-74.99803059999999,-0.0007153387838426,-0.0002527666373148,-0.0003404489397352,-11872.611163733152,-79309.98410803107,0.0509999999994761,3.0010000000038417,27.00099999999657,RD_LFP_HPPC_REPT_Group0_150_0025_10_100,9,90,Group0_150_0025_10_100,0.005806643478582632
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,4,CC_DChg,4051.562,4051.584,4060.576,4081.58,3.47978,3.478911,3.312536,3.264876,-74.9972572,-1.1587090414284998e-05,-0.0022184144622291,-0.0006354899069562,-4053.345374860493,-33051.6657622491,0.0219999999999345,8.99200000000019,21.003999999999905,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,10,Group0_150_0034_10_100,0.04007274302804486
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,9,CC_DChg,7732.963,7732.982,7735.964,7763.254,3.391738,3.37815,3.298819,3.244538,-74.99802559999999,-0.0001811781029072,-0.0010577745129333,-0.0007237657200405,-2819.126348327855,-37705.57135321744,0.0190000000002328,2.981999999999971,27.289999999999964,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,2,20,Group0_150_0034_10_100,0.016181870896067402
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,14,CC_DChg,11413.357,11413.384,11416.377,11443.329,3.353106,3.331151,3.267523,3.229146,-74.997771,-0.0002927420336265,-0.0008483985477381,-0.0005117085413111,-3527.8231062272807,-52670.60802021896,0.0270000000000436,2.993000000000393,26.95199999999932,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,3,30,Group0_150_0034_10_100,0.012674969514352296
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,19,CC_DChg,15093.674,15093.705,15096.708,15123.676,3.335837,3.285518,3.251647,3.221069,-74.997866,-0.0006709390904535,-0.0004516261836036,-0.0004077182676104,-6649.304466890436,-66143.71280946779,0.0309999999990395,3.003000000000611,26.967999999998938,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,4,40,Group0_150_0034_10_100,0.008135214767719732
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,24,CC_DChg,18774.065,18774.096,18777.095,18804.067,3.330852,3.318103,3.247695,3.219306,-74.9978848,-0.0001699914608791,-0.0009387998099914,-0.0003785306755744,-3194.5042681965974,-71254.46295485679,0.0310000000026775,2.9989999999997963,26.971999999997934,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,5,50,Group0_150_0034_10_100,0.013121413725430776
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,29,CC_DChg,22454.828,22454.854,22458.833,22484.847,3.329279,3.328359,3.245822,3.220581,-74.99779799999999,-1.2267026826577683e-05,-0.0011005256447662,-0.0003365565479669,-3615.545006990228,-77294.58885037144,0.0259999999980209,3.97899999999936,26.01400000000285,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,6,60,Group0_150_0034_10_100,0.016937298953360568
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,34,CC_DChg,26134.948,26134.978,26137.982,26165.296,3.328628,3.283836,3.246074,3.218426,-74.99791619999999,-0.0005972432604734,-0.0005035073227807,-0.0003686502425783,-5966.149575363116,-74091.90838710495,0.0299999999988358,3.004000000000815,27.313999999998487,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,7,70,Group0_150_0034_10_100,0.008207394140697148
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,39,CC_DChg,29815.394,29815.413,29818.676,29845.858,3.328261,3.326149,3.244731,3.216941,-74.9976556,-2.8160880271568004e-05,-0.001085607267969,-0.0003705449160733,-3005.691004725308,-73356.82887798682,0.0190000000002328,3.2629999999990105,27.1820000000007,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,8,80,Group0_150_0034_10_100,0.015077490679659872
RD_LFP_HPPC_REPT_Group0_150_0034_10_100,1,44,CC_DChg,33500.697,33500.72,33503.732,33530.683,3.327949,3.295041,3.245435,3.217856,-74.997752,-0.0004387864852269,-0.0006614331586898,-0.0003677310221245,-4553.748115634887,-73289.98202079505,0.0230000000010477,3.0120000000024447,26.950999999993652,RD_LFP_HPPC_REPT_Group0_150_0034_10_100,9,90,Group0_150_0034_10_100,0.009798989998081957
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,4,CC_DChg,4014.016,4014.046,4018.046,4044.48,3.498754,3.466705,3.360321,3.282762,-74.9970792,-0.0004273366421981,-0.0014185085757313,-0.0010341602743377,-2819.863107234164,-25560.834868588,0.0299999999997453,4.0,26.4340000000002,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,10,Group0_150_0040_10_100,0.021759258068760497
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,9,CC_DChg,7698.508,7698.553,7701.562,7728.488,3.398097,3.348592,3.312221,3.25829,-74.99752140000001,-0.0006600884812707,-0.0004849626937137,-0.0007191037649412,-6204.600970350047,-37443.83121426324,0.0450000000000727,3.0090000000000146,26.926000000000386,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,2,20,Group0_150_0040_10_100,0.011055032963882435
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,14,CC_DChg,11378.86,11378.892,11381.901,11408.891,3.358241,3.315038,3.28006,3.240725,-74.99780720000001,-0.0005760568423659,-0.0004663869692446,-0.0005244820011217,-6451.723994076358,-51460.29786012371,0.0319999999992433,3.0090000000000146,26.98999999999978,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,3,30,Group0_150_0040_10_100,0.008919405655241885
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,19,CC_DChg,15059.218,15059.264,15062.289,15089.29,3.337896,3.290839,3.262098,3.231618,-74.9978442,-0.0006274447019371,-0.000383224348734,-0.0004064116818973,-7893.548544069731,-66437.55876785518,0.0459999999984575,3.025000000001455,27.001000000000204,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,4,40,Group0_150_0040_10_100,0.007311186883856644
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,24,CC_DChg,18739.671,18739.691,18742.694,18769.661,3.330763,3.309579,3.256183,3.228915,-74.99759359999999,-0.0002824623962334,-0.0007119695104457,-0.0003635849990792,-4217.87724887345,-74169.72666170061,0.0200000000004365,3.003000000000611,26.967000000000557,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,5,50,Group0_150_0040_10_100,0.010237122320368375
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,29,CC_DChg,22420.427,22420.458,22423.461,22450.39,3.328934,3.280361,3.255964,3.229723,-74.997942,-0.0006476577717292,-0.0003253022596273,-0.0003498896009706,-9231.414511048317,-76964.27651834887,0.0309999999990395,3.003000000000611,26.929000000000087,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,6,60,Group0_150_0040_10_100,0.006332308552192886
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,34,CC_DChg,26100.578,26100.617,26103.619,26130.545,3.328271,3.280053,3.254366,3.228099,-74.9979566,-0.0006429241833503,-0.0003425026649326,-0.0003502362089689,-8764.895305533166,-76879.54389201434,0.0389999999970314,3.0020000000004075,26.92599999999948,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,7,70,Group0_150_0040_10_100,0.006466576102203714
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,39,CC_DChg,29780.642,29780.673,29783.685,29811.252,3.327988,3.293436,3.253427,3.227047,-74.99786739999999,-0.0004607064333671,-0.0005334685023323,-0.0003517433350378,-5646.069049688408,-78372.48713479005,0.0309999999990395,3.0120000000024447,27.566999999999094,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,8,80,Group0_150_0040_10_100,0.008272453079541922
RD_LFP_HPPC_REPT_Group0_150_0040_10_100,1,44,CC_DChg,33474.619,33474.649,33477.651,33504.651,3.327546,3.282497,3.253604,3.227522,-74.9978568,-0.0006006704980934,-0.0003852510089328,-0.0003477699378737,-7792.322227308694,-77637.53291925417,0.0299999999988358,3.0020000000004075,27.0,RD_LFP_HPPC_REPT_Group0_150_0040_10_100,9,90,Group0_150_0040_10_100,0.006766838343794346
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,4,CC_DChg,4020.901,4020.95,4026.426,4051.366,3.50341,3.451892,3.361918,3.29045,-74.9971808,-0.0006869324880009,-0.0011996984291974,-0.0009529424871394,-4564.480428354963,-26171.56894207192,0.0489999999999781,5.476000000000113,24.94000000000005,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,10,Group0_150_0043_10_100,0.01737728384374654
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,9,CC_DChg,7707.282,7707.309,7710.303,7737.242,3.400079,3.350259,3.318061,3.264766,-74.9977302,-0.0006642867706414,-0.0004293196595968,-0.0007106215062492,-6973.824592172759,-37909.06940346771,0.0270000000000436,2.993999999999687,26.939000000000306,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,2,20,Group0_150_0043_10_100,0.01070174549723809
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,14,CC_DChg,11387.667,11387.706,11390.695,11417.647,3.361333,3.310067,3.286612,3.247453,-74.99792360000001,-0.0006835655914079,-0.0003127419916996,-0.0005221344554664,-9557.399004065925,-51618.88804278198,0.0390000000006693,2.988999999999578,26.95200000000113,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,3,30,Group0_150_0043_10_100,0.00795177450090089
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,19,CC_DChg,15068.028,15068.059,15070.06,15098.047,3.340484,3.288663,3.270984,3.237993,-74.99786099999999,-0.0006909663730276,-0.0002357267229261,-0.0004398925457354,-8488.643014933727,-63622.35566691141,0.0309999999990395,2.001000000000204,27.98700000000099,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,4,40,Group0_150_0043_10_100,0.0076833716993952835
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,24,CC_DChg,18748.403,18748.441,18751.444,18778.445,3.332044,3.303085,3.261312,3.23465,-74.99798940000001,-0.0003861303513824,-0.0005569882650747,-0.0003555028636541,-5391.4959942605965,-75951.56821653982,0.0380000000004656,3.003000000000611,27.001000000000204,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,5,50,Group0_150_0043_10_100,0.00843723534987239
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,29,CC_DChg,22429.21,22429.24,22431.242,22459.183,3.329747,3.28213,3.262723,3.235077,-74.9980092,-0.0006349101863893,-0.0002587668687077,-0.0003686231180653,-7736.69368878015,-75798.28456403829,0.0300000000024738,2.001999999996769,27.94100000000253,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,6,60,Group0_150_0043_10_100,0.006741326837260851
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,34,CC_DChg,26109.317,26109.349,26112.351,26139.665,3.329004,3.288102,3.259029,3.23362,-74.997956,-0.0005453748632829,-0.00038765056477,-0.0003387958999842,-7744.087776013184,-80620.81035004038,0.0319999999992433,3.0020000000004075,27.314000000002125,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,7,70,Group0_150_0043_10_100,0.006735416283865644
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,39,CC_DChg,29789.515,29789.556,29791.86,29820.076,3.328719,3.275671,3.260526,3.232816,-74.9978992,-0.0007073264793529,-0.000201938989779,-0.0003694770159642,-11409.386580178738,-76367.40251992905,0.0410000000010768,2.3040000000000878,28.21600000000035,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,8,80,Group0_150_0043_10_100,0.0064755548903366305
RD_LFP_HPPC_REPT_Group0_150_0043_10_100,1,44,CC_DChg,33490.932,33490.967,33493.987,33520.959,3.328219,3.299988,3.258198,3.233016,-74.9978616,-0.0003764240659362,-0.0005572158873393,-0.000335769573462,-5419.802393690041,-80328.89854162953,0.0349999999962165,3.0200000000040745,26.97200000000157,RD_LFP_HPPC_REPT_Group0_150_0043_10_100,9,90,Group0_150_0043_10_100,0.008309054066540908
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,4,CC_DChg,4029.309,4029.374,4035.372,4059.365,3.502681,3.460964,3.364433,3.300197,-74.997298,-0.0005562467063813,-0.0012871263708727,-0.0008565108572311,-4659.993094487812,-28012.487871504924,0.0649999999995998,5.998000000000047,23.992999999999935,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,10,Group0_150_0046_10_100,0.016818368242555785
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,9,CC_DChg,7717.437,7717.468,7720.8,7747.749,3.396648,3.355444,3.324341,3.272637,-74.997571,-0.0005494044600457,-0.0004147200980682,-0.0006894089943259,-8034.334519886378,-39090.00349835549,0.030999999999949,3.3320000000003347,26.94899999999961,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,2,20,Group0_150_0046_10_100,0.010168079272223166
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,14,CC_DChg,11397.894,11397.933,11400.923,11428.448,3.35933,3.316488,3.294467,3.256577,-74.9977074,-0.0005712441284571,-0.00029362230878,-0.0005052154434256,-10183.149953498158,-54481.70747387104,0.0390000000006693,2.9899999999997817,27.52499999999964,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,3,30,Group0_150_0046_10_100,0.00762966427248401
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,19,CC_DChg,15078.311,15078.359,15081.361,15108.326,3.339421,3.302673,3.276846,3.247301,-74.9978716,-0.0004899872385178,-0.0003443697727549,-0.0003939445129533,-8717.373699741749,-68448.72593311539,0.0480000000006839,3.0020000000004075,26.964999999998327,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,4,40,Group0_150_0046_10_100,0.00683624626637741
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,24,CC_DChg,18758.738,18758.778,18761.78,18788.763,3.331608,3.290809,3.270122,3.244024,-74.9979598,-0.0005440014649571,-0.0002758341700916,-0.0003479827993934,-10883.350670451688,-77541.1889525404,0.0399999999972351,3.0020000000004075,26.98300000000017,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,5,50,Group0_150_0046_10_100,0.005943157588827648
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,29,CC_DChg,22439.497,22439.527,22441.53,22469.499,3.329609,3.284901,3.271895,3.244802,-74.99786559999998,-0.0005961236315503,-0.000173418268586,-0.0003612502807013,-11550.109549196331,-77422.77721058766,0.0299999999988358,2.003000000000611,27.96900000000096,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,6,60,Group0_150_0046_10_100,0.00638067000543793
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,34,CC_DChg,26120.038,26120.079,26123.08,26150.009,3.32889,3.289261,3.268322,3.243386,-74.9980912,-0.0005284001148018,-0.0002791937723343,-0.000332488462053,-10748.807091609557,-80992.28416444283,0.0410000000010768,3.001000000000204,26.92899999999645,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,7,70,Group0_150_0046_10_100,0.00579355763526211
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,39,CC_DChg,29801.329,29801.361,29803.589,29831.596,3.328489,3.284076,3.269639,3.242471,-74.9980188,-0.0005921889765973,-0.0001924984183715,-0.0003622495691846,-11574.121069913164,-77314.10160967684,0.0319999999992433,2.227999999999156,28.007000000001423,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,8,80,Group0_150_0046_10_100,0.006379237964465507
RD_LFP_HPPC_REPT_Group0_150_0046_10_100,1,44,CC_DChg,33524.874,33524.901,33527.903,33554.869,3.327796,3.289705,3.267191,3.242711,-74.9979554,-0.0005078938458634,-0.0003001948503785,-0.0003264088983417,-10000.171542632545,-82614.16933482114,0.0269999999945866,3.0020000000004075,26.96600000000035,RD_LFP_HPPC_REPT_Group0_150_0046_10_100,9,90,Group0_150_0046_10_100,0.00584303320707496
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,4,CC_DChg,4022.238,4022.253,4031.237,4052.205,3.487146,3.486768,3.324852,3.276645,-74.9974776,-5.040169510980853e-06,-0.0021589526098941,-0.0006427816180313,-4161.277074275511,-32620.72127111799,0.0150000000003274,8.983999999999924,20.967999999999847,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,10,Group0_150_0049_10_100,0.03869016578240856
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,9,CC_DChg,7704.929,7704.956,7707.955,7734.959,3.394624,3.372905,3.304052,3.251071,-74.9978756,-0.0002895948695378,-0.0009180660045255,-0.0007064333432932,-3266.6496583211374,-38225.82874431201,0.0270000000000436,2.9989999999997963,27.003999999999905,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,2,20,Group0_150_0049_10_100,0.014253068214962127
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,14,CC_DChg,11385.636,11385.662,11388.658,11415.624,3.356,3.310998,3.271692,3.233685,-74.99770419999999,-0.0006000450344451,-0.0005240960429292,-0.0005067755127362,-5716.5094841280525,-53210.93723412085,0.0259999999998399,2.995999999999185,26.96600000000035,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,3,30,Group0_150_0049_10_100,0.009279716788839586
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,19,CC_DChg,15065.387,15065.417,15068.417,15095.368,3.337712,3.290513,3.254023,3.223897,-74.9979216,-0.0006293374401991,-0.0004865468165187,-0.0004016911316646,-6165.9020224719625,-67093.83871213115,0.0299999999988358,3.0,26.95100000000093,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,4,40,Group0_150_0049_10_100,0.008176477747940942
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,24,CC_DChg,18745.825,18745.852,18748.855,18775.794,3.331726,3.287704,3.248661,3.221125,-74.997915,-0.0005869763179416,-0.0005205878056743,-0.0003671568736277,-5768.479336758027,-73371.9070375203,0.0269999999982246,3.003000000000611,26.939000000002125,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,5,50,Group0_150_0049_10_100,0.008243999947750385
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,29,CC_DChg,22426.559,22426.598,22429.599,22456.818,3.329855,3.284526,3.248402,3.221801,-74.998099,-0.0006044019862423,-0.0004816655419492,-0.0003546889901836,-6230.464375449622,-76740.47053423109,0.0390000000006693,3.0009999999965657,27.21900000000096,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,6,60,Group0_150_0049_10_100,0.007811211280459753
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,34,CC_DChg,26107.031,26107.062,26110.062,26137.031,3.329201,3.286344,3.246705,3.220065,-74.9979644,-0.0005714421763692,-0.0005285343451268,-0.0003552096408632,-5676.073896919671,-75924.17799937686,0.0310000000026775,3.0,26.96899999999732,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,7,70,Group0_150_0049_10_100,0.00822004763886419
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,39,CC_DChg,29787.623,29787.653,29790.654,29817.597,3.328903,3.320755,3.24505,3.218236,-74.99782859999999,-0.0001086431454363,-0.0010094292249949,-0.0003575303512187,-2972.9672231505824,-75358.63712873976,0.0299999999988358,3.001000000000204,26.94300000000294,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,8,80,Group0_150_0049_10_100,0.013844542042002805
RD_LFP_HPPC_REPT_Group0_150_0049_10_100,1,44,CC_DChg,33473.412,33473.44,33476.696,33503.698,3.328563,3.298804,3.245642,3.219038,-74.997805,-0.0003967982796296,-0.0007088474122675,-0.0003547303817758,-4593.372203455326,-76119.78388999634,0.0280000000057043,3.2560000000012224,27.00199999999313,RD_LFP_HPPC_REPT_Group0_150_0049_10_100,9,90,Group0_150_0049_10_100,0.009904071286210977
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,4,CC_DChg,4049.778,4049.808,4053.807,4080.091,3.490783,3.447589,3.367548,3.292226,-74.9971644,-0.0005759417752066,-0.0010672536840606,-0.0010043313050913,-3747.000417730741,-26170.64694364992,0.0300000000002,3.998999999999796,26.284000000000106,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,10,Group0_150_0056_10_100,0.017827112352207856
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,9,CC_DChg,7734.81,7734.837,7738.84,7765.543,3.393571,3.35168,3.319242,3.26693,-74.9977944,-0.0005585630928901,-0.0004325193861967,-0.0006975138458205,-9255.076483851592,-38283.111023534926,0.0270000000000436,4.002999999999702,26.70299999999952,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,2,20,Group0_150_0056_10_100,0.010195201640857137
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,14,CC_DChg,11415.98,11416.017,11419.005,11445.971,3.355746,3.31375,3.289292,3.251516,-74.9978506,-0.0005599627144514,-0.0003261160127167,-0.0005036944352109,-9162.383579718386,-53536.426283344575,0.0370000000002619,2.9879999999993743,26.96600000000035,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,3,30,Group0_150_0056_10_100,0.00798877361720175
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,19,CC_DChg,15095.748,15095.775,15097.777,15125.771,3.337109,3.292231,3.275627,3.243482,-74.9978322,-0.000598390629216,-0.0002213930658118,-0.0004286123886124,-9042.740307421704,-65313.09113724851,0.0270000000000436,2.0020000000004075,27.9940000000006,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,4,40,Group0_150_0056_10_100,0.007685305298236731
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,24,CC_DChg,18776.218,18776.246,18779.247,18806.482,3.33063,3.305672,3.267542,3.240859,-74.997908,-0.0003327826157497,-0.0005084141813662,-0.0003557832573143,-5902.667765749189,-76549.41439793223,0.0279999999984283,3.001000000000204,27.235000000000586,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,5,50,Group0_150_0056_10_100,0.008069283813664552
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,29,CC_DChg,22457.199,22457.25,22460.251,22486.732,3.32877,3.294727,3.266904,3.241262,-74.9979148,-0.0004539192868332,-0.000370983647668,-0.000341902839144,-8089.3053342491485,-77451.82832145647,0.0509999999994761,3.001000000000204,26.480999999999767,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,6,60,Group0_150_0056_10_100,0.006752585927897217
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,34,CC_DChg,26137.7,26137.73,26139.733,26166.975,3.328068,3.28483,3.267826,3.239881,-74.9979372,-0.0005765225233421,-0.0002267262358783,-0.0003726102482722,-8834.442967045734,-73111.24727866473,0.0299999999988358,2.003000000000611,27.24199999999837,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,7,70,Group0_150_0056_10_100,0.00687051058193473
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,39,CC_DChg,29818.56,29818.587,29821.615,29848.589,3.327787,3.307612,3.264634,3.238861,-74.998,-0.0002690071735246,-0.0005730552814741,-0.0003436491639777,-5283.957931968775,-78492.8433632046,0.0269999999982246,3.0280000000020664,26.97399999999834,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,8,80,Group0_150_0056_10_100,0.008590284066083132
RD_LFP_HPPC_REPT_Group0_150_0056_10_100,1,44,CC_DChg,33529.776,33529.804,33532.806,33559.739,3.327096,3.28907,3.264445,3.239175,-74.99790820000001,-0.0005070274746676,-0.0003283424910243,-0.0003369427308907,-9142.892199651877,-79933.46503961015,0.0279999999984283,3.0020000000004075,26.93300000000454,RD_LFP_HPPC_REPT_Group0_150_0056_10_100,9,90,Group0_150_0056_10_100,0.0062507864400464285
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,4,CC_DChg,4017.575,4017.596,4023.573,4047.532,3.509973,3.497336,3.365182,3.298749,-74.9970736,-0.000168499907975,-0.0017621220889877,-0.0008858078963763,-3391.9329638693494,-27047.625222139934,0.0210000000001855,5.976999999999862,23.959000000000287,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,10,Group0_150_0087_10_100,0.025018668202671988
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,9,CC_DChg,7705.901,7705.923,7708.574,7736.27,3.39987,3.363279,3.323283,3.270591,-74.99801540000001,-0.0004878929102969,-0.0005332941116732,-0.0007025785911662,-4970.99056969168,-39420.50092079374,0.0219999999999345,2.65099999999984,27.696000000000826,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,2,20,Group0_150_0087_10_100,0.011161583125728985
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,14,CC_DChg,11386.625,11386.658,11389.708,11416.628,3.361685,3.331101,3.291296,3.252387,-74.9979708,-0.0004077977000412,-0.0005307476932429,-0.0005188007033384,-5746.609997238604,-51888.90421074849,0.032999999999447,3.0500000000010914,26.920000000000076,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,3,30,Group0_150_0087_10_100,0.009242701084546504
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,19,CC_DChg,15066.456,15066.493,15069.494,15096.436,3.341095,3.329864,3.272602,3.242155,-74.997869,-0.0001497509215895,-0.0007635150273403,-0.0004059715350045,-3930.5054812792896,-66364.25876434213,0.0370000000002619,3.001000000000204,26.941999999999094,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,4,40,Group0_150_0087_10_100,0.010960996485425227
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,24,CC_DChg,18746.882,18746.913,18749.915,18776.878,3.332649,3.296215,3.265609,3.238937,-74.9980374,-0.0004857993790648,-0.0004080906789168,-0.0003556359729488,-7356.2082034512705,-75816.28983264015,0.0309999999990395,3.0020000000004075,26.962999999999735,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,5,50,Group0_150_0087_10_100,0.0069893224758249715
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,29,CC_DChg,22427.83,22427.861,22430.861,22457.351,3.330397,3.304097,3.265094,3.239668,-74.9980212,-0.0003506759189001,-0.0005200537210973,-0.0003390222780971,-5768.634812706697,-78136.45801887245,0.0309999999990395,3.0,26.489999999997963,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,6,60,Group0_150_0087_10_100,0.007951169334402156
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,34,CC_DChg,26108.302,26108.333,26111.335,26137.564,3.329656,3.287902,3.263371,3.237918,-74.9979826,-0.0005567349754285,-0.0003270887982525,-0.000339382462269,-9177.93582671843,-77284.4884931196,0.0309999999990395,3.0020000000004075,26.22899999999936,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,7,70,Group0_150_0087_10_100,0.006089465485290944
RD_LFP_HPPC_REPT_Group0_150_0087_10_100,1,39,CC_DChg,29789.035,29789.058,29792.035,29818.953,3.32928,3.293087,3.262107,3.236472,-74.9977754,-0.0004825876475264,-0.0004130789191381,-0.0003418101385444,-7206.855305542975,-78751.32117095076,0.0230000000010477,2.9769999999989523,26.918000000001484,RD_LFP_HPPC_REPT_Group0_150_0087_10_100,8,80,Group0_150_0087_10_100,0.00692725418638544
